Payment_ID,Order_ID,Payment_Method,Payment_Status,Amount
3684,98427,Card,Success,3539
3685,15480,UPI,Success,4700
3686,10113,CARD,FAILED,515
3687,84392,Card,FAILED,3604
3688,22217,CARD,Pending,0
3689,22072,,FAILED,-100
3690,15829,Card,Success,1252
3691,66793,NetBanking,FAILED,0
3692,10252,Card,Success,2831
3693,51771,UPI,Success,0
3694,14186,upi,Pending,1876
3695,73410,CARD,Pending,4155
3696,36949,UPI,Pending,2352
3697,350,Cash,Success,1057
3698,70205,NetBanking,Pending,1351
3699,46933,,Pending,1396
3700,36938,upi,FAILED,4297
3701,40717,Card,Success,1620
3702,68657,,FAILED,2386
3703,85721,NetBanking,Pending,3878
3704,19321,NetBanking,Success,2536
3705,27894,Card,Success,1833
3706,91542,CARD,FAILED,1939
3707,97514,,Success,-100
3708,20566,NetBanking,Pending,-100
3709,17401,upi,Pending,-100
3710,39029,Card,FAILED,4250
3711,72593,NetBanking,Success,0
3712,8478,Card,Success,-100
3713,26866,NetBanking,Success,4450
3714,49670,Card,Success,601
3715,87402,Cash,Success,1543
3716,55710,,Pending,2546
3717,11145,CARD,FAILED,3128
3718,89337,Cash,Pending,1087
3719,83773,,Success,1026
3720,89833,NetBanking,Success,4100
3721,57981,Card,Success,0
3722,58233,,FAILED,2345
3723,83312,NetBanking,Success,0
3724,49229,Cash,Success,-100
3725,59208,,FAILED,-100
3726,11209,upi,FAILED,0
3727,14999,UPI,Success,0
3728,65772,Card,Success,3222
3729,54411,NetBanking,Success,-100
3730,49251,,Success,4547
3731,15351,Cash,FAILED,-100
3732,64811,Card,FAILED,245
3733,95394,NetBanking,Pending,991
3734,82368,Cash,FAILED,4271
3735,69433,UPI,FAILED,-100
3736,7372,NetBanking,FAILED,-100
3737,67392,UPI,FAILED,0
3738,22370,upi,Pending,1397
3739,9936,NetBanking,Success,2793
3740,92119,UPI,Success,0
3741,83761,Card,Success,-100
3742,87012,,FAILED,0
3743,40470,Cash,FAILED,3649
3744,29954,,Success,2642
3745,66012,Card,Success,-100
3746,86535,Cash,Pending,1437
3747,70327,Cash,FAILED,2748
3748,48610,,Success,0
3749,78561,UPI,Success,-100
3750,9377,Cash,Success,811
3751,12658,NetBanking,FAILED,732
3752,1465,UPI,Pending,-100
3753,42337,Card,Success,-100
3754,5742,NetBanking,FAILED,2248
3755,17565,Card,Success,0
3756,50076,Cash,Pending,4243
3757,8951,NetBanking,Success,4138
3758,53363,NetBanking,FAILED,0
3759,73629,Card,FAILED,0
3760,23661,NetBanking,Success,3249
3761,45625,Card,Success,0
3762,23734,Card,Success,3243
3763,80698,Cash,Pending,3559
3764,35272,Cash,FAILED,0
3765,50188,Cash,Pending,3530
3766,37259,Cash,Success,4345
3767,34052,UPI,Success,4335
3768,50920,Cash,Success,-100
3769,77460,CARD,Pending,115
3770,30865,upi,FAILED,3808
3771,18164,Cash,Pending,895
3772,86989,NetBanking,FAILED,-100
3773,3317,UPI,Success,1798
3774,95599,NetBanking,FAILED,887
3775,37037,UPI,FAILED,647
3776,1411,UPI,FAILED,-100
3777,41276,NetBanking,FAILED,-100
3778,54534,NetBanking,Success,285
3779,15535,CARD,FAILED,0
3780,22899,,Success,2481
3781,3633,NetBanking,Pending,2215
3782,18672,NetBanking,Success,0
3783,50665,,Pending,0
3784,44440,Cash,Pending,1364
3785,74362,UPI,Success,1907
3786,49712,UPI,Success,1042
3787,8717,CARD,Pending,0
3788,86220,,Success,510
3789,85704,,Success,1459
3790,83474,upi,FAILED,-100
3791,7834,CARD,Pending,1804
3792,10303,upi,FAILED,1968
3793,4957,UPI,Success,0
3794,42643,UPI,FAILED,0
3795,97363,NetBanking,Success,4951
3796,69566,,Pending,2775
3797,21056,upi,Pending,0
3798,10769,CARD,FAILED,3373
3799,91502,UPI,Success,-100
3800,18443,upi,Pending,4311
3801,69755,UPI,FAILED,2517
3802,77339,CARD,Pending,344
3803,40678,UPI,Success,0
3804,51787,CARD,FAILED,913
3805,52048,,FAILED,2332
3806,8840,UPI,FAILED,2434
3807,30833,,FAILED,3010
3808,40470,Card,Success,4290
3809,11480,,FAILED,0
3810,58452,upi,FAILED,0
3811,20031,Cash,FAILED,4720
3812,54396,,FAILED,-100
3813,55243,UPI,Success,3971
3814,54595,Cash,FAILED,0
3815,60280,NetBanking,Success,0
3816,47907,Card,Success,4936
3817,59144,Card,FAILED,1862
3818,18756,UPI,FAILED,0
3819,52473,NetBanking,FAILED,0
3820,66878,Card,Success,-100
3821,55159,Card,Success,2858
3822,78470,upi,FAILED,0
3823,2415,Card,FAILED,0
3824,80759,Cash,FAILED,3364
3825,99601,Cash,Pending,3725
3826,68490,UPI,Success,-100
3827,79245,UPI,Success,3954
3828,77270,upi,Pending,3733
3829,79516,UPI,Success,-100
3830,43414,NetBanking,Success,1105
3831,31103,Card,Pending,3716
3832,1480,UPI,FAILED,3216
3833,35712,NetBanking,Pending,2007
3834,93433,CARD,FAILED,1560
3835,30510,UPI,Pending,0
3836,81263,Card,FAILED,-100
3837,80822,NetBanking,Success,414
3838,94021,,Pending,0
3839,27971,Card,Success,-100
3840,5178,Card,Success,0
3841,86101,NetBanking,Success,1317
3842,60174,NetBanking,Pending,2916
3843,23267,Cash,FAILED,3449
3844,7393,upi,FAILED,0
3845,93380,Cash,Success,2609
3846,87125,upi,FAILED,2174
3847,38404,Cash,Success,1268
3848,82792,upi,Pending,0
3849,57592,,Success,4191
3850,29088,Card,Success,0
3851,15848,UPI,Success,2307
3852,30323,Card,Success,-100
3853,2963,,FAILED,3052
3854,83257,,FAILED,-100
3855,57058,UPI,Success,4804
3856,21852,NetBanking,Success,2172
3857,26488,UPI,FAILED,0
3858,91360,UPI,Success,2348
3859,80997,,FAILED,2005
3860,32897,Cash,FAILED,4451
3861,58970,,Success,0
3862,19580,UPI,Success,3289
3863,67190,NetBanking,Success,-100
3864,36346,Card,Success,-100
3865,30754,Cash,Pending,4713
3866,68748,Cash,Pending,-100
3867,32612,upi,FAILED,3608
3868,28963,UPI,FAILED,0
3869,970,Card,Success,-100
3870,39294,NetBanking,Success,4802
3871,58861,Cash,FAILED,0
3872,1009,upi,FAILED,-100
3873,70734,CARD,FAILED,4400
3874,46363,Cash,Success,0
3875,78985,CARD,FAILED,0
3876,45741,Card,Success,4220
3877,54407,NetBanking,FAILED,4248
3878,4648,UPI,FAILED,239
3879,3963,Cash,FAILED,3059
3880,11172,UPI,Success,0
3881,84494,Card,Success,3556
3882,84953,CARD,FAILED,3705
3883,53594,Cash,Pending,-100
3884,62342,,Success,2666
3885,21287,UPI,FAILED,-100
3886,95778,NetBanking,FAILED,-100
3887,63774,,FAILED,3239
3888,86568,Cash,FAILED,1471
3889,95562,UPI,Success,-100
3890,55663,CARD,Pending,0
3891,14215,Card,Success,2479
3892,6245,,Pending,-100
3893,29707,NetBanking,Success,3571
3894,87040,Cash,Success,4702
3895,81012,NetBanking,FAILED,4857
3896,6302,UPI,Pending,-100
3897,70389,upi,Pending,4290
3898,35447,Card,Success,2537
3899,70622,upi,Pending,3525
3900,54862,Cash,Success,1752
3901,34507,NetBanking,FAILED,4406
3902,53225,,Success,2829
3903,63480,Cash,Pending,4399
3904,31466,Cash,FAILED,-100
3905,31955,upi,FAILED,0
3906,90445,Card,Success,0
3907,81892,,Pending,3998
3908,49537,,Success,4563
3909,99447,UPI,Success,1145
3910,16378,Card,Pending,0
3911,18015,Cash,Success,4805
3912,38588,NetBanking,Pending,4081
3913,57076,,Success,3437
3914,62690,NetBanking,Success,345
3915,98275,Card,Success,-100
3916,81374,CARD,FAILED,-100
3917,86960,,Success,0
3918,97105,Card,FAILED,0
3919,24725,,Pending,4287
3920,11455,Card,FAILED,0
3921,60882,NetBanking,Success,2501
3922,44401,CARD,FAILED,1629
3923,51557,Card,Success,3835
3924,67804,Card,Success,-100
3925,46278,NetBanking,Pending,361
3926,90387,UPI,FAILED,-100
3927,37444,Card,Success,1475
3928,77124,Card,FAILED,3537
3929,86395,,Pending,1074
3930,40463,,FAILED,0
3931,56133,,FAILED,460
3932,57884,Card,Success,-100
3933,15651,NetBanking,FAILED,0
3934,43682,Card,FAILED,2276
3935,64896,upi,Pending,3007
3936,1228,Card,Success,1466
3937,51165,Card,Success,2592
3938,19025,UPI,Success,-100
3939,47220,CARD,FAILED,780
3940,64431,Cash,FAILED,0
3941,93172,,Success,1499
3942,94075,CARD,Pending,0
3943,82155,NetBanking,Success,-100
3944,97426,,Success,3136
3945,40103,Card,FAILED,4769
3946,72799,,Success,4509
3947,1950,UPI,Success,3649
3948,15013,UPI,FAILED,1531
3949,74581,Card,Success,1936
3950,27331,Cash,Pending,0
3951,28074,upi,FAILED,-100
3952,23044,,FAILED,0
3953,77683,upi,FAILED,4438
3954,93967,,Success,2089
3955,83670,NetBanking,FAILED,3153
3956,93092,NetBanking,FAILED,0
3957,42933,CARD,FAILED,-100
3958,34693,UPI,Success,4904
3959,45627,CARD,FAILED,-100
3960,59814,,FAILED,1960
3961,66237,NetBanking,FAILED,4867
3962,90102,Cash,FAILED,-100
3963,93979,,Pending,3226
3964,5216,Cash,FAILED,2477
3965,45711,Card,Success,4485
3966,37550,,Success,2112
3967,67769,Card,Success,1430
3968,41445,Cash,Success,1881
3969,72456,,FAILED,4038
3970,76021,,FAILED,0
3971,57011,NetBanking,FAILED,3120
3972,12239,NetBanking,Success,2280
3973,97262,Card,Pending,0
3974,98638,,FAILED,0
3975,41701,Card,Success,4848
3976,29103,Card,Pending,715
3977,42675,CARD,FAILED,4505
3978,90827,Card,FAILED,0
3979,55356,,Success,921
3980,49273,UPI,Success,0
3981,31785,Card,Success,4320
3982,13679,CARD,FAILED,-100
3983,7896,,Pending,0
3984,30353,UPI,FAILED,2310
3985,16062,UPI,Success,0
3986,55824,Card,FAILED,1893
3987,38364,Cash,Success,4625
3988,80721,Cash,FAILED,0
3989,11092,UPI,Pending,-100
3990,165,UPI,FAILED,0
3991,6759,upi,FAILED,-100
3992,35335,UPI,Success,3593
3993,19408,NetBanking,FAILED,2540
3994,57767,NetBanking,Success,0
3995,53611,Card,Success,-100
3996,92309,UPI,Success,985
3997,63556,Card,Success,1852
3998,45346,Card,Success,0
3999,21175,upi,FAILED,-100
4000,58299,NetBanking,Pending,4150
4001,25956,Cash,FAILED,-100
4002,98565,UPI,FAILED,2118
4003,63277,NetBanking,Success,2500
4004,73347,UPI,Success,3741
4005,98059,upi,Pending,2820
4006,11428,NetBanking,Success,3958
4007,82303,UPI,Success,0
4008,95989,CARD,Pending,3335
4009,67755,upi,Pending,-100
4010,59190,Card,Pending,-100
4011,95835,NetBanking,FAILED,1954
4012,61679,,Success,1785
4013,65631,Cash,FAILED,463
4014,46137,UPI,Success,2157
4015,26788,Card,FAILED,4935
4016,66656,NetBanking,Success,2423
4017,54368,Card,Success,1570
4018,4532,Cash,Success,0
4019,20714,Cash,Success,610
4020,82180,NetBanking,FAILED,1016
4021,54288,Card,FAILED,2885
4022,11099,Card,Success,-100
4023,92009,UPI,Success,0
4024,21419,CARD,FAILED,551
4025,28361,UPI,Pending,4664
4026,34076,CARD,FAILED,0
4027,30601,UPI,FAILED,1983
4028,88389,Card,Success,2541
4029,99594,CARD,FAILED,-100
4030,60288,NetBanking,Pending,-100
4031,37406,Cash,Pending,-100
4032,43080,CARD,FAILED,0
4033,25873,Card,Success,1423
4034,8987,UPI,Success,2951
4035,95870,UPI,FAILED,-100
4036,29479,Cash,FAILED,3775
4037,64589,upi,FAILED,1513
4038,27763,NetBanking,FAILED,0
4039,92896,UPI,Success,-100
4040,1493,NetBanking,Success,2109
4041,12125,UPI,FAILED,0
4042,21976,NetBanking,FAILED,3600
4043,90891,Card,Success,-100
4044,49110,Cash,Pending,0
4045,64515,,Success,1608
4046,84790,,Pending,3134
4047,29460,Card,Success,1877
4048,55343,upi,Pending,2014
4049,10367,,Success,0
4050,29628,Card,Success,-100
4051,14887,upi,FAILED,-100
4052,42027,UPI,Success,1873
4053,41218,upi,FAILED,4238
4054,38694,,Pending,2864
4055,70509,,FAILED,4132
4056,73588,Card,Success,4464
4057,87567,UPI,Success,1631
4058,6015,NetBanking,FAILED,2523
4059,74141,Card,Success,620
4060,94702,Card,Success,4902
4061,55138,CARD,FAILED,2356
4062,29118,,Success,0
4063,25000,,FAILED,2143
4064,79879,CARD,Pending,4515
4065,35206,,Success,3640
4066,86154,CARD,FAILED,4858
4067,26018,,Pending,1648
4068,44091,UPI,Success,4450
4069,24032,,Pending,3814
4070,95866,NetBanking,FAILED,3650
4071,55340,Cash,Success,0
4072,26324,,Success,2306
4073,98647,Cash,FAILED,0
4074,38364,UPI,FAILED,1464
4075,7548,NetBanking,Success,-100
4076,3041,NetBanking,Success,2068
4077,62937,CARD,FAILED,-100
4078,50506,CARD,FAILED,989
4079,94987,NetBanking,Success,578
4080,74352,upi,FAILED,0
4081,24075,UPI,FAILED,1986
4082,29827,upi,Pending,636
4083,33953,upi,FAILED,-100
4084,72733,Card,Success,3178
4085,3068,,FAILED,-100
4086,73899,Cash,Pending,1637
4087,65239,,Success,2701
4088,48077,upi,Pending,4274
4089,25392,NetBanking,FAILED,681
4090,64699,Card,Pending,0
4091,14666,NetBanking,FAILED,3858
4092,16153,Cash,Success,-100
4093,60556,Cash,FAILED,-100
4094,79245,NetBanking,FAILED,-100
4095,91283,Card,Success,1002
4096,92272,NetBanking,Success,1493
4097,51128,CARD,FAILED,1580
4098,98327,upi,FAILED,2032
4099,37846,NetBanking,Success,3987
4100,39420,upi,FAILED,0
4101,61448,NetBanking,Pending,0
4102,92649,,Success,222
4103,8559,Cash,FAILED,2923
4104,30070,,FAILED,3020
4105,2581,Card,Success,-100
4106,30631,upi,FAILED,4887
4107,28576,Card,Success,1162
4108,39850,UPI,Success,1301
4109,63755,,Success,3863
4110,83060,Card,FAILED,900
4111,6519,UPI,Pending,981
4112,81579,,Pending,0
4113,17300,Card,FAILED,3800
4114,53236,,FAILED,1150
4115,21544,Card,Success,0
4116,67635,upi,FAILED,3482
4117,47417,UPI,Success,1440
4118,16834,Card,FAILED,-100
4119,5714,UPI,Success,-100
4120,74729,,Success,715
4121,12196,UPI,Success,4163
4122,81556,Card,Pending,2443
4123,93768,Card,Success,0
4124,29023,NetBanking,Pending,2962
4125,96954,Card,FAILED,0
4126,33442,,Pending,3369
4127,14679,,FAILED,2272
4128,91560,,Success,3335
4129,42681,UPI,Success,0
4130,63959,NetBanking,FAILED,0
4131,31599,NetBanking,FAILED,-100
4132,15307,UPI,Success,4708
4133,14159,upi,FAILED,0
4134,14601,Card,FAILED,3122
4135,31384,CARD,FAILED,-100
4136,2063,NetBanking,FAILED,-100
4137,88777,NetBanking,FAILED,4727
4138,42802,Card,FAILED,3878
4139,98219,,Success,0
4140,26508,,FAILED,1300
4141,70625,Card,Success,958
4142,43867,UPI,Pending,0
4143,65875,UPI,Success,0
4144,33843,Cash,Success,2253
4145,96329,Cash,Success,4164
4146,27743,Card,Success,0
4147,51711,,Success,1294
4148,78345,upi,Pending,1221
4149,97927,CARD,FAILED,-100
4150,43702,Cash,FAILED,2882
4151,69977,,FAILED,4066
4152,22144,upi,Pending,1211
4153,89274,CARD,Pending,-100
4154,6563,,Pending,2645
4155,26002,UPI,Success,4799
4156,46767,Cash,FAILED,0
4157,53974,UPI,Success,366
4158,96088,UPI,Pending,4383
4159,82036,NetBanking,FAILED,2546
4160,40456,,Pending,0
4161,3588,,Success,0
4162,83906,NetBanking,Success,2944
4163,27396,UPI,Pending,-100
4164,63302,Card,Pending,1167
4165,5488,UPI,Success,-100
4166,39554,Cash,FAILED,1735
4167,47621,Card,Success,-100
4168,9317,UPI,Pending,1281
4169,97262,UPI,Success,-100
4170,42758,UPI,Success,-100
4171,56091,CARD,FAILED,3596
4172,53941,UPI,Success,3524
4173,44979,Card,Pending,3632
4174,670,CARD,FAILED,287
4175,76282,Cash,Success,3039
4176,88896,CARD,Pending,1062
4177,62511,UPI,Success,4849
4178,61540,NetBanking,Success,3678
4179,99874,,FAILED,3535
4180,74509,Cash,FAILED,140
4181,53797,upi,Pending,587
4182,14326,NetBanking,Pending,-100
4183,90420,UPI,Success,4192
4184,72952,,Pending,2055
4185,7363,UPI,Pending,-100
4186,22830,UPI,Success,956
4187,69138,Cash,FAILED,1359
4188,49325,UPI,Success,0
4189,63731,Card,Success,3920
4190,61120,Card,Success,225
4191,47014,CARD,Pending,1766
4192,30316,NetBanking,FAILED,2072
4193,36568,upi,FAILED,1608
4194,71913,Cash,FAILED,4950
4195,95835,NetBanking,FAILED,-100
4196,87063,UPI,Success,1880
4197,69760,NetBanking,Pending,3750
4198,90400,UPI,FAILED,0
4199,67738,Cash,Success,449
4200,1598,Card,Success,4819
4201,47282,Card,Pending,833
4202,20028,CARD,Pending,-100
4203,41507,UPI,FAILED,2469
4204,68187,Cash,Success,0
4205,39964,NetBanking,Pending,3061
4206,17958,Card,Success,-100
4207,75259,Cash,Success,3410
4208,25199,,FAILED,2629
4209,35813,Cash,FAILED,3555
4210,71441,UPI,Pending,0
4211,70046,upi,Pending,1313
4212,27171,,Pending,532
4213,1928,NetBanking,FAILED,-100
4214,30537,Card,Success,778
4215,30793,UPI,FAILED,3302
4216,50971,UPI,FAILED,391
4217,80867,NetBanking,FAILED,2752
4218,70856,UPI,Success,0
4219,53234,NetBanking,FAILED,4731
4220,82508,UPI,Success,212
4221,42903,CARD,Pending,-100
4222,24082,upi,FAILED,0
4223,49426,Card,Success,499
4224,56700,UPI,Success,-100
4225,30779,Card,FAILED,0
4226,45,,FAILED,-100
4227,51672,upi,FAILED,3103
4228,31144,NetBanking,Pending,0
4229,79158,UPI,Pending,-100
4230,44433,NetBanking,Pending,0
4231,43647,Card,Success,1869
4232,78605,NetBanking,Success,2182
4233,19850,NetBanking,Pending,1326
4234,48759,Cash,Success,2688
4235,28145,UPI,Success,1220
4236,87741,UPI,Success,2293
4237,25026,Card,FAILED,460
4238,11220,Card,FAILED,0
4239,80104,NetBanking,Success,4069
4240,2980,Card,Success,1909
4241,25863,Card,Success,1837
4242,88648,NetBanking,FAILED,-100
4243,73073,upi,FAILED,3580
4244,96096,CARD,Pending,3664
4245,56338,CARD,Pending,4280
4246,78094,UPI,Success,738
4247,59721,UPI,Success,1764
4248,78475,Cash,Success,-100
4249,12872,upi,FAILED,1979
4250,69984,NetBanking,FAILED,3045
4251,95977,UPI,Success,4639
4252,59481,,Success,0
4253,9778,,FAILED,503
4254,43612,Card,Success,3277
4255,56784,upi,Pending,0
4256,65894,CARD,FAILED,1165
4257,44033,Card,Success,0
4258,89925,NetBanking,Success,2816
4259,16360,Card,FAILED,951
4260,65320,Cash,Success,2669
4261,1930,UPI,Success,3200
4262,61001,UPI,Success,3321
4263,76264,NetBanking,Success,2663
4264,26246,UPI,FAILED,4819
4265,15019,,FAILED,190
4266,1402,CARD,FAILED,-100
4267,84467,CARD,FAILED,4655
4268,23926,UPI,FAILED,-100
4269,78234,Card,Success,4953
4270,29420,CARD,Pending,2053
4271,94012,Card,FAILED,-100
4272,62608,UPI,Pending,2857
4273,33757,Card,Success,4355
4274,3275,UPI,Pending,108
4275,8078,upi,Pending,910
4276,55077,CARD,FAILED,0
4277,12727,NetBanking,FAILED,0
4278,20517,NetBanking,FAILED,2045
4279,83892,NetBanking,Success,422
4280,84025,Card,Success,-100
4281,5175,,Success,1439
4282,63474,Cash,Success,3825
4283,98489,,Success,4899
4284,4825,UPI,FAILED,445
4285,93890,Card,FAILED,3760
4286,486,,Success,1660
4287,61357,NetBanking,Pending,3110
4288,49254,UPI,Success,-100
4289,78186,CARD,FAILED,1791
4290,4434,NetBanking,Success,4390
4291,77034,CARD,FAILED,3105
4292,2761,,Success,1415
4293,20800,UPI,Success,4007
4294,97385,,FAILED,2981
4295,85806,NetBanking,Pending,3236
4296,56244,Cash,Success,0
4297,94198,,Success,2663
4298,57852,UPI,Success,1664
4299,18380,,Pending,201
4300,98987,CARD,FAILED,-100
4301,61828,,Success,0
4302,50677,,FAILED,2968
4303,32786,NetBanking,FAILED,4991
4304,37459,UPI,Success,1619
4305,5890,NetBanking,Success,0
4306,76420,NetBanking,Success,-100
4307,62997,NetBanking,Success,2433
4308,99887,Cash,Pending,516
4309,23868,Card,Success,839
4310,57130,upi,Pending,0
4311,97181,Card,FAILED,1913
4312,86536,upi,FAILED,669
4313,89214,NetBanking,Success,3703
4314,591,,FAILED,2659
4315,3044,,Pending,347
4316,48157,CARD,Pending,-100
4317,76342,NetBanking,Success,-100
4318,31241,upi,FAILED,4635
4319,47486,Card,Pending,305
4320,38188,Cash,FAILED,1825
4321,7096,UPI,Success,3737
4322,22307,Card,Success,1398
4323,17791,CARD,FAILED,151
4324,87709,UPI,Pending,4441
4325,66169,CARD,FAILED,-100
4326,8320,Card,Success,4609
4327,46753,Card,FAILED,0
4328,56523,Cash,Success,998
4329,12826,CARD,Pending,2471
4330,99356,NetBanking,Success,2137
4331,76300,NetBanking,Success,-100
4332,47867,UPI,FAILED,4701
4333,60735,,FAILED,-100
4334,77467,,FAILED,2477
4335,84955,,Success,-100
4336,25865,,Success,1532
4337,38365,CARD,FAILED,4736
4338,71835,Cash,Pending,1904
4339,48808,UPI,Pending,-100
4340,37241,CARD,Pending,4889
4341,65217,Cash,Success,3775
4342,46601,,FAILED,1688
4343,80546,Card,Success,1791
4344,31306,Cash,Pending,-100
4345,2039,UPI,Success,461
4346,16234,UPI,Success,4217
4347,44822,Card,Success,0
4348,49925,,Success,2697
4349,41391,,FAILED,-100
4350,38500,UPI,Success,2831
4351,2929,,Pending,1068
4352,4168,Card,Success,3652
4353,79488,Cash,Pending,4416
4354,80826,Card,Pending,567
4355,93196,NetBanking,Pending,1042
4356,30419,NetBanking,Pending,631
4357,43633,CARD,FAILED,4138
4358,75404,Card,Success,-100
4359,26505,CARD,Pending,1744
4360,45288,,Success,-100
4361,32234,,FAILED,1743
4362,56846,NetBanking,FAILED,1254
4363,32131,CARD,FAILED,0
4364,32933,Card,Success,0
4365,76253,UPI,FAILED,959
4366,68208,UPI,Success,2368
4367,49883,,Success,3597
4368,10417,Cash,Pending,4728
4369,33271,Cash,FAILED,0
4370,959,Card,FAILED,4229
4371,11969,,Pending,4189
4372,72864,upi,FAILED,4816
4373,26522,Cash,FAILED,3219
4374,99446,Card,FAILED,1932
4375,45660,UPI,Success,630
4376,77972,upi,FAILED,534
4377,9815,UPI,Pending,-100
4378,64056,CARD,FAILED,0
4379,67781,,Success,1922
4380,84948,Card,Pending,1722
4381,85848,,Pending,0
4382,4623,,FAILED,698
4383,50535,,FAILED,3550
4384,28103,NetBanking,Success,2381
4385,48080,UPI,Success,-100
4386,36812,Cash,Success,0
4387,25136,UPI,Success,0
4388,68980,,Pending,-100
4389,18793,Cash,Pending,1292
4390,69697,UPI,Success,0
4391,12494,Card,Success,4291
4392,40155,,Success,5000
4393,44547,,FAILED,-100
4394,43778,NetBanking,FAILED,4072
4395,18109,UPI,FAILED,912
4396,90468,NetBanking,Success,2229
4397,36487,UPI,FAILED,2115
4398,43198,UPI,FAILED,-100
4399,20218,UPI,FAILED,4682
4400,39496,Cash,FAILED,0
4401,77623,UPI,Pending,0
4402,17614,,Success,823
4403,37621,Card,Success,0
4404,52354,,Success,0
4405,10641,Card,Success,4030
4406,48804,Cash,Success,-100
4407,17727,,FAILED,794
4408,38223,UPI,Success,4395
4409,75973,CARD,FAILED,-100
4410,46258,CARD,FAILED,2653
4411,62698,CARD,Pending,3851
4412,8584,NetBanking,FAILED,-100
4413,3982,Card,FAILED,0
4414,65752,upi,FAILED,3068
4415,51438,Card,FAILED,-100
4416,72401,Card,Success,-100
4417,47686,UPI,Success,-100
4418,434,CARD,FAILED,-100
4419,24138,CARD,Pending,0
4420,54678,Cash,Success,2501
4421,36680,Cash,FAILED,2778
4422,276,CARD,FAILED,3498
4423,59250,CARD,FAILED,0
4424,23105,UPI,Pending,3831
4425,36945,CARD,FAILED,-100
4426,60047,Cash,Success,0
4427,83462,CARD,Pending,1193
4428,52618,NetBanking,Success,1630
4429,74548,CARD,FAILED,1944
4430,17798,,Success,2017
4431,85693,Card,Success,-100
4432,1888,Card,Success,4715
4433,87892,Card,Success,-100
4434,13886,NetBanking,Pending,513
4435,32669,Cash,FAILED,-100
4436,86753,UPI,Success,-100
4437,47056,UPI,Success,4430
4438,35210,Card,Pending,0
4439,65817,UPI,Success,4253
4440,43294,UPI,Success,-100
4441,95415,Cash,Pending,1240
4442,22088,UPI,Success,-100
4443,96888,Card,Success,-100
4444,72989,Card,FAILED,0
4445,46987,,Success,378
4446,81890,UPI,FAILED,2715
4447,23255,UPI,FAILED,3094
4448,71472,upi,FAILED,1107
4449,35956,Cash,Pending,4470
4450,92658,Cash,Success,4613
4451,17703,NetBanking,Success,-100
4452,48142,Cash,Success,-100
4453,7252,Cash,Success,-100
4454,75581,,FAILED,396
4455,48318,Cash,Success,0
4456,70299,,Success,0
4457,50670,NetBanking,Success,1075
4458,1614,Card,Success,1881
4459,23416,Cash,FAILED,-100
4460,49473,UPI,Success,2277
4461,68583,,FAILED,2490
4462,88333,NetBanking,Success,0
4463,71343,Card,Success,-100
4464,70866,,FAILED,3424
4465,96420,Cash,Success,-100
4466,71546,Card,Success,-100
4467,57851,Cash,FAILED,0
4468,80990,UPI,Pending,4847
4469,78814,Card,Pending,0
4470,11541,Card,Pending,3284
4471,51015,,Pending,-100
4472,40566,Card,Success,0
4473,57575,upi,FAILED,-100
4474,53880,Card,FAILED,3481
4475,40844,upi,FAILED,4353
4476,56441,Cash,Success,2939
4477,89044,Card,FAILED,4587
4478,20749,Card,Success,-100
4479,20027,,Success,1753
4480,51695,Cash,Pending,3074
4481,94011,CARD,Pending,3841
4482,25864,Card,FAILED,0
4483,11813,UPI,FAILED,421
4484,82312,CARD,FAILED,0
4485,32877,Cash,Success,614
4486,69070,,Success,3039
4487,48995,UPI,FAILED,4825
4488,94112,Cash,FAILED,1486
4489,37866,CARD,FAILED,0
4490,45013,Cash,Success,472
4491,74093,UPI,Pending,2551
4492,46431,Card,FAILED,1111
4493,76566,UPI,Pending,-100
4494,10089,Cash,Pending,614
4495,23756,Card,Success,3457
4496,33188,,Success,3422
4497,99417,UPI,Success,4562
4498,84657,NetBanking,Success,-100
4499,59133,,Success,0
4500,83484,,FAILED,-100
4501,20198,UPI,FAILED,3383
4502,49187,upi,FAILED,0
4503,85364,UPI,Pending,2777
4504,52901,NetBanking,FAILED,-100
4505,79464,Card,Pending,912
4506,1143,Cash,Success,4001
4507,78522,Cash,Success,408
4508,84183,Cash,FAILED,-100
4509,81517,CARD,Pending,3050
4510,27353,UPI,Success,0
4511,44721,NetBanking,Pending,-100
4512,56069,,FAILED,2471
4513,11269,upi,FAILED,2623
4514,73356,upi,FAILED,0
4515,77001,UPI,FAILED,3460
4516,91139,Cash,FAILED,-100
4517,57444,Cash,Pending,4230
4518,26044,UPI,Success,0
4519,82036,Cash,Pending,-100
4520,97751,Card,FAILED,1835
4521,16381,Cash,Success,3035
4522,1326,Cash,FAILED,4233
4523,71404,UPI,Success,4873
4524,95863,UPI,Pending,2479
4525,44296,NetBanking,FAILED,703
4526,82487,UPI,FAILED,0
4527,97591,Cash,FAILED,2546
4528,96718,,Success,0
4529,88356,UPI,FAILED,1054
4530,16650,Card,Success,-100
4531,81929,Card,Success,248
4532,21863,Cash,Success,-100
4533,3347,UPI,Success,3722
4534,98007,CARD,FAILED,2604
4535,1317,CARD,FAILED,3889
4536,8666,Cash,Pending,0
4537,60471,,Success,2876
4538,48487,Card,Success,0
4539,60260,Cash,Pending,4230
4540,93728,,Success,-100
4541,85160,NetBanking,FAILED,0
4542,97706,,FAILED,-100
4543,13664,NetBanking,Success,1416
4544,50641,upi,FAILED,-100
