Return_ID,Order_ID,Issue_Type,Refund_Amount,Status
1475,67010,Damaged,4998,processed
1476,31118,WRONG,99999,Processed
1477,62381,Late Delivery,0,PENDING
1478,49732,Late Delivery,0,PENDING
1479,53752,Wrong Item,4029,processed
1480,3429,Damaged,-200,Pending
1481,1643,damaged,-200,Pending
1482,4339,Missing Item,-200,processed
1483,63014,damaged,0,PENDING
1484,80197,Missing Item,4733,Rejected
1485,97276,WRONG,-200,Processed
1486,83739,Missing Item,-200,Rejected
1487,93154,WRONG,1535,PENDING
1488,54387,WRONG,0,PENDING
1489,25956,,99999,Pending
1490,22549,,3508,Processed
1491,73868,Damaged,0,Processed
1492,63146,Wrong Item,99999,Processed
1493,90134,damaged,4895,PENDING
1494,72361,,99999,Rejected
1495,53927,Late Delivery,0,PENDING
1496,45431,Damaged,1895,processed
1497,42152,damaged,2695,Rejected
1498,27768,Damaged,0,Pending
1499,24856,Damaged,99999,Rejected
1500,75972,WRONG,950,PENDING
1501,63984,Wrong Item,99999,processed
1502,19908,damaged,0,PENDING
1503,64826,,99999,Rejected
1504,97804,Wrong Item,0,Pending
1505,48111,Wrong Item,0,Processed
1506,12061,Late Delivery,797,Processed
1507,29205,Wrong Item,4679,Rejected
1508,79593,Damaged,0,Rejected
1509,50615,damaged,2248,PENDING
1510,55481,Missing Item,99999,Rejected
1511,65720,Late Delivery,2336,Processed
1512,59548,damaged,4326,Rejected
1513,743,Late Delivery,1083,Pending
1514,45701,Damaged,319,Processed
1515,12285,,99999,PENDING
1516,71829,,-200,PENDING
1517,10093,Late Delivery,0,PENDING
1518,73340,Missing Item,4645,Rejected
1519,80987,WRONG,0,Pending
1520,43076,Late Delivery,0,processed
1521,97488,Late Delivery,99999,Pending
1522,68049,Wrong Item,-200,Rejected
1523,33185,Damaged,290,Processed
1524,3150,Late Delivery,0,Rejected
1525,91582,Late Delivery,99999,Processed
1526,4397,Wrong Item,0,Pending
1527,64166,WRONG,-200,PENDING
1528,30792,Missing Item,0,PENDING
1529,79318,Missing Item,99999,Rejected
1530,858,damaged,99999,Rejected
1531,98475,Missing Item,3208,processed
1532,24250,,3550,processed
1533,21060,Damaged,0,processed
1534,96454,Missing Item,1652,Rejected
1535,27366,Late Delivery,99999,Rejected
1536,2047,,4456,processed
1537,93394,WRONG,4738,Rejected
1538,10171,WRONG,3146,processed
1539,57028,Late Delivery,99999,PENDING
1540,24363,Missing Item,-200,Rejected
1541,5422,WRONG,-200,Processed
1542,87113,Damaged,4933,PENDING
1543,75821,WRONG,0,PENDING
1544,75949,WRONG,1883,Processed
1545,34384,damaged,0,processed
1546,91570,WRONG,2787,PENDING
1547,60997,,-200,PENDING
1548,80507,,4052,Processed
1549,26903,Damaged,4103,Pending
1550,840,,1079,processed
1551,97865,WRONG,4239,Rejected
1552,2499,Late Delivery,2937,Processed
1553,99288,,0,Rejected
1554,21322,Wrong Item,422,Processed
1555,25607,,3251,Rejected
1556,34991,,0,Rejected
1557,65933,Damaged,3454,Processed
1558,45213,damaged,599,Processed
1559,96785,WRONG,2914,Processed
1560,53133,Damaged,99999,PENDING
1561,75831,Wrong Item,2783,Processed
1562,84251,damaged,0,processed
1563,39217,,-200,Processed
1564,21084,Late Delivery,0,Rejected
1565,83878,Missing Item,-200,PENDING
1566,98580,Missing Item,99999,processed
1567,44966,damaged,-200,processed
1568,70512,Late Delivery,0,processed
1569,95240,Missing Item,682,PENDING
1570,6549,Damaged,352,processed
1571,99990,Missing Item,99999,Rejected
1572,79188,Late Delivery,-200,Pending
1573,4336,Damaged,4752,Pending
1574,77420,Wrong Item,4069,PENDING
1575,64278,Damaged,-200,Processed
1576,79948,Late Delivery,99999,Processed
1577,47045,WRONG,-200,Processed
1578,78950,damaged,99999,Rejected
1579,93602,Missing Item,2029,Pending
1580,91477,damaged,1764,Processed
1581,94557,Missing Item,2148,Processed
1582,95844,Late Delivery,3694,Processed
1583,83823,,2359,Rejected
1584,71878,WRONG,0,PENDING
1585,13809,,2415,Rejected
1586,531,WRONG,0,processed
1587,70808,,-200,Pending
1588,48232,,0,PENDING
1589,4733,Missing Item,0,processed
1590,40793,damaged,4006,Processed
1591,81414,WRONG,-200,processed
1592,2124,Late Delivery,3793,processed
1593,33707,Missing Item,1227,processed
1594,18345,Missing Item,1448,Processed
1595,65350,Damaged,-200,PENDING
1596,52785,Wrong Item,3676,PENDING
1597,80799,WRONG,-200,Pending
1598,53541,,3636,PENDING
1599,85619,damaged,-200,Pending
1600,33636,damaged,1567,Pending
1601,35496,Late Delivery,2037,Processed
1602,10982,Damaged,0,Pending
1603,4744,Wrong Item,1875,PENDING
1604,52520,Late Delivery,4991,Pending
1605,81234,Late Delivery,4650,PENDING
1606,4106,,1488,Pending
1607,90118,Missing Item,99999,PENDING
1608,75983,Damaged,3634,Rejected
1609,94229,damaged,-200,PENDING
1610,68127,Missing Item,0,PENDING
1611,34737,damaged,637,PENDING
1612,54115,Wrong Item,99999,Pending
1613,20621,damaged,99999,Pending
1614,90990,,0,Pending
1615,28672,Wrong Item,4155,Pending
1616,49082,WRONG,737,processed
1617,67540,Wrong Item,2563,PENDING
1618,40934,Missing Item,1006,Pending
1619,28082,damaged,169,PENDING
1620,70920,damaged,4278,Processed
1621,48475,Late Delivery,4116,Pending
1622,5876,Damaged,3469,PENDING
1623,18223,Late Delivery,99999,Rejected
1624,64130,Missing Item,99999,Processed
1625,3458,Late Delivery,0,Rejected
1626,30273,WRONG,633,PENDING
1627,58776,damaged,99999,processed
1628,46168,Wrong Item,3930,Pending
1629,96410,damaged,-200,Rejected
1630,13296,,3053,processed
1631,69449,Damaged,0,Pending
1632,53666,Wrong Item,4224,Pending
1633,95689,Damaged,-200,Processed
1634,93434,damaged,4188,Rejected
1635,28163,Wrong Item,99999,processed
1636,50394,WRONG,99999,Processed
1637,4336,WRONG,0,Rejected
1638,99184,Missing Item,99999,PENDING
1639,46291,WRONG,0,Rejected
1640,76193,Damaged,1582,processed
1641,36618,Late Delivery,1949,processed
1642,46005,WRONG,1859,Pending
1643,37274,Damaged,0,Pending
1644,95608,Missing Item,99999,PENDING
1645,10436,Damaged,2607,processed
1646,57127,Damaged,2087,Pending
1647,37489,,0,processed
1648,92021,damaged,0,Pending
1649,2197,WRONG,0,Processed
1650,1152,Wrong Item,0,Pending
1651,83861,Damaged,1369,processed
1652,39156,damaged,-200,Pending
1653,44146,Wrong Item,4212,Rejected
1654,74898,WRONG,3903,PENDING
1655,81280,Wrong Item,1723,PENDING
1656,53993,Late Delivery,0,processed
1657,97652,,109,Pending
1658,34775,Missing Item,1014,Pending
1659,14936,WRONG,2493,Rejected
1660,58411,Damaged,99999,PENDING
1661,68686,Damaged,3078,PENDING
1662,40576,Missing Item,99999,PENDING
1663,88091,Missing Item,0,Rejected
1664,80909,damaged,0,processed
1665,3577,Damaged,2087,Processed
1666,58211,Late Delivery,99999,Processed
1667,17767,Missing Item,0,PENDING
1668,24867,damaged,990,Processed
1669,19953,Late Delivery,0,Processed
1670,63517,Missing Item,-200,PENDING
1671,13864,Late Delivery,3088,Rejected
1672,3437,WRONG,3142,Pending
1673,58418,Missing Item,3281,processed
1674,77276,Wrong Item,0,Pending
1675,73336,Late Delivery,-200,Rejected
1676,10429,damaged,4742,Pending
1677,57356,Damaged,0,PENDING
1678,25677,Damaged,2083,Processed
1679,49335,,417,Rejected
1680,70263,,-200,Pending
1681,39340,damaged,2543,PENDING
1682,83241,damaged,4929,Rejected
1683,59811,Missing Item,1742,Rejected
1684,56489,Late Delivery,635,processed
1685,40957,WRONG,0,PENDING
1686,72659,Damaged,0,Rejected
1687,6903,Late Delivery,0,processed
1688,14815,Wrong Item,0,PENDING
1689,98626,Wrong Item,0,PENDING
1690,30505,damaged,1887,PENDING
1691,5128,Wrong Item,4805,Pending
1692,33382,damaged,2757,Rejected
1693,95788,,1339,processed
1694,71255,Missing Item,4724,Processed
1695,95903,damaged,-200,Processed
1696,74438,Missing Item,2790,processed
1697,36754,,0,processed
1698,68057,Wrong Item,99999,Rejected
1699,29391,Damaged,1917,Rejected
1700,68162,Late Delivery,-200,Processed
1701,6778,Missing Item,-200,PENDING
1702,65686,Late Delivery,99999,Rejected
1703,79340,,3138,Pending
1704,78133,Missing Item,702,Processed
1705,20364,Damaged,99999,PENDING
1706,54904,Damaged,4372,Rejected
1707,79091,WRONG,3405,PENDING
1708,23607,damaged,4244,processed
1709,37021,damaged,99999,PENDING
1710,43393,Wrong Item,4721,Processed
1711,33242,Missing Item,0,processed
1712,48476,damaged,4162,Processed
1713,45789,,611,Rejected
1714,38974,WRONG,0,processed
1715,5880,Wrong Item,4865,Processed
1716,10952,,3635,Rejected
1717,38883,Missing Item,99999,Pending
1718,65421,Late Delivery,2416,Processed
1719,77513,WRONG,1880,processed
1720,62836,,4749,processed
1721,76119,Damaged,99999,PENDING
1722,50667,damaged,2492,Rejected
1723,64223,damaged,4676,Pending
1724,10149,Damaged,0,Processed
1725,39960,Damaged,99999,Processed
1726,63028,,0,Processed
1727,53330,Missing Item,3873,Rejected
1728,91463,,0,Pending
1729,24628,Missing Item,4520,processed
1730,21713,Missing Item,3472,Pending
1731,36474,Damaged,4140,processed
1732,89691,Damaged,1538,PENDING
1733,88235,Late Delivery,0,Processed
1734,25430,Missing Item,-200,PENDING
1735,16507,Wrong Item,-200,Pending
1736,40368,Damaged,3490,PENDING
1737,72615,,99999,processed
1738,87455,,99999,Pending
1739,47775,WRONG,4877,Processed
1740,56762,damaged,118,Rejected
1741,34218,Damaged,2284,Rejected
1742,50146,WRONG,2025,processed
1743,23142,WRONG,-200,Processed
1744,14923,,3349,processed
1745,11959,,99999,processed
1746,95867,WRONG,0,processed
1747,52596,,1412,Processed
1748,41807,damaged,99999,Processed
1749,6687,damaged,-200,processed
1750,33316,damaged,0,PENDING
1751,37780,Missing Item,4947,processed
1752,83663,Late Delivery,99999,processed
1753,5824,Wrong Item,0,Processed
1754,38240,,4922,processed
1755,76055,damaged,2507,processed
1756,52493,Missing Item,1963,Rejected
1757,94774,Missing Item,1138,Pending
1758,41920,,3073,processed
1759,32491,WRONG,0,Pending
1760,26769,Wrong Item,0,Rejected
1761,34693,Wrong Item,1260,Rejected
1762,96593,,0,Rejected
1763,46996,Wrong Item,4435,processed
1764,36,Damaged,0,processed
1765,80327,,0,Processed
1766,99960,WRONG,99999,Pending
1767,32769,Missing Item,0,Rejected
1768,85368,Wrong Item,-200,Processed
1769,40774,Missing Item,1795,Processed
1770,28193,WRONG,0,Rejected
1771,23412,,1132,Processed
1772,84429,Damaged,4118,processed
1773,74054,Wrong Item,0,Pending
1774,39513,Damaged,4603,processed
1775,59967,Damaged,2646,Pending
1776,59915,Wrong Item,4653,Pending
1777,74008,Late Delivery,99999,PENDING
1778,47047,,-200,PENDING
1779,52155,Wrong Item,-200,Processed
1780,66058,Wrong Item,99999,Pending
1781,60472,damaged,-200,Rejected
1782,9907,Damaged,0,Rejected
1783,29132,,-200,Rejected
1784,26669,Damaged,99999,PENDING
1785,72110,damaged,1046,Rejected
1786,32350,Missing Item,99999,Rejected
1787,4753,,-200,Pending
1788,42199,,0,Rejected
1789,27410,Wrong Item,0,Processed
1790,2789,damaged,-200,Processed
1791,50217,,483,Rejected
1792,44991,Missing Item,-200,Processed
1793,30416,Wrong Item,99999,PENDING
1794,24539,damaged,99999,PENDING
1795,84888,Damaged,1385,Processed
1796,18399,Wrong Item,0,processed
1797,40634,,714,Pending
1798,25160,damaged,99999,processed
1799,55075,Missing Item,0,PENDING
1800,54238,Late Delivery,0,processed
1801,29294,Missing Item,2694,Rejected
1802,31420,,0,processed
1803,36166,Wrong Item,-200,processed
1804,69989,Damaged,3409,Rejected
1805,69254,Damaged,1642,PENDING
1806,22251,,0,Processed
1807,56201,Missing Item,691,Pending
1808,56599,WRONG,4648,Rejected
1809,31172,Late Delivery,846,PENDING
1810,63098,Damaged,99999,PENDING
1811,18577,Wrong Item,-200,processed
1812,742,Damaged,-200,Rejected
1813,55726,damaged,-200,Rejected
1814,16149,Late Delivery,99999,Rejected
1815,53927,Missing Item,2906,Pending
1816,19546,Missing Item,1438,Pending
1817,15354,WRONG,4432,PENDING
1818,31045,Damaged,3617,Processed
1819,61061,Wrong Item,1303,processed
1820,84709,Damaged,4280,Pending
1821,75593,WRONG,1755,Pending
1822,21650,Missing Item,99999,PENDING
1823,59657,Damaged,-200,Pending
1824,92921,Damaged,-200,Rejected
1825,4072,,3343,Pending
1826,2012,WRONG,4893,Processed
1827,42163,Missing Item,2206,Processed
1828,9890,WRONG,2142,Pending
1829,63974,Late Delivery,-200,Processed
1830,2214,Wrong Item,988,Processed
1831,75713,Damaged,-200,PENDING
1832,66704,Wrong Item,4275,PENDING
1833,94364,WRONG,0,PENDING
1834,81331,WRONG,4532,processed
1835,66226,,0,Pending
1836,20976,damaged,99999,processed
1837,1233,Missing Item,4777,Rejected
1838,96759,Wrong Item,1806,processed
1839,91099,WRONG,-200,Pending
1840,52440,Late Delivery,2149,Processed
1841,74757,WRONG,4399,Pending
1842,70835,Late Delivery,1564,PENDING
1843,79841,Wrong Item,99999,Pending
1844,9051,Missing Item,2913,processed
1845,96536,Damaged,721,processed
1846,77897,,0,processed
1847,4586,Missing Item,1859,Rejected
1848,80019,Damaged,99999,processed
1849,82062,damaged,99999,Pending
1850,13184,Damaged,4094,PENDING
1851,36673,damaged,-200,processed
1852,51623,damaged,4653,Pending
1853,65241,WRONG,4265,PENDING
1854,64279,Damaged,0,Processed
1855,83510,Missing Item,99999,PENDING
1856,92215,Damaged,0,Pending
1857,13563,Damaged,899,processed
1858,50973,Late Delivery,0,Processed
1859,15136,,99999,Processed
1860,79304,,3063,Processed
1861,5653,,4526,Rejected
1862,50977,Damaged,1993,processed
1863,45983,damaged,669,Processed
1864,67995,Wrong Item,99999,Rejected
1865,2221,Late Delivery,99999,Pending
1866,91105,,99999,processed
1867,6083,WRONG,2361,PENDING
1868,48730,WRONG,1660,Processed
1869,61349,,-200,processed
1870,27710,Late Delivery,-200,Rejected
1871,59455,Damaged,2581,PENDING
1872,17711,Late Delivery,-200,Rejected
1873,27994,Wrong Item,-200,Pending
1874,16441,,0,Processed
1875,23312,Damaged,2679,Pending
1876,84676,Missing Item,0,PENDING
1877,26606,,-200,PENDING
1878,58858,Damaged,1982,Processed
1879,34030,Wrong Item,3431,Pending
1880,26474,,99999,processed
1881,70526,Damaged,2785,Processed
1882,52219,damaged,3525,Pending
1883,23815,damaged,4430,PENDING
1884,59353,WRONG,1881,Rejected
1885,18368,Late Delivery,3591,PENDING
1886,61230,Damaged,3078,Processed
1887,80292,Missing Item,1429,Rejected
1888,24772,damaged,650,PENDING
1889,51215,Missing Item,1379,Pending
1890,48452,,1682,Rejected
1891,59526,WRONG,2321,processed
1892,94970,,1845,Pending
1893,50378,,4803,processed
1894,16043,damaged,2679,Pending
1895,14914,Damaged,976,Rejected
1896,14316,Wrong Item,99999,Processed
1897,46339,Wrong Item,99999,Pending
1898,47839,Missing Item,4290,PENDING
1899,42180,Missing Item,222,Rejected
1900,29482,Wrong Item,1964,processed
1901,31502,damaged,733,Processed
1902,38836,Damaged,4936,Pending
1903,39102,damaged,0,processed
1904,34096,Missing Item,3758,Pending
1905,58515,Damaged,99999,Processed
1906,75918,Wrong Item,-200,Processed
1907,91916,Damaged,-200,Processed
1908,70829,Missing Item,2372,processed
1909,72924,Wrong Item,3289,Rejected
1910,9543,,2145,Processed
1911,25142,damaged,4446,Processed
1912,15438,Missing Item,99999,Processed
1913,44392,Late Delivery,0,Pending
1914,24522,,99999,Rejected
1915,73492,Damaged,-200,Processed
1916,98021,WRONG,-200,Rejected
1917,32408,Late Delivery,0,PENDING
1918,14374,damaged,1466,Pending
1919,40060,Late Delivery,-200,PENDING
1920,82952,Damaged,-200,Pending
1921,39826,damaged,1700,Rejected
1922,61380,Missing Item,2269,Pending
1923,58748,Missing Item,99999,Rejected
1924,74235,,398,PENDING
1925,76500,,0,Processed
1926,66997,Late Delivery,966,PENDING
1927,49291,Late Delivery,373,PENDING
1928,4048,WRONG,906,Processed
1929,20517,Wrong Item,2577,processed
1930,12834,Late Delivery,-200,Rejected
1931,6981,,1402,Pending
1932,74867,damaged,1809,Processed
1933,45088,Late Delivery,-200,PENDING
1934,79692,Missing Item,1516,processed
1935,34545,damaged,-200,Processed
1936,87366,,306,Processed
1937,28877,WRONG,2835,Rejected
1938,31713,damaged,-200,Processed
1939,14774,Missing Item,0,PENDING
1940,77383,damaged,-200,Rejected
1941,36421,damaged,3399,Pending
1942,14634,WRONG,3049,PENDING
1943,90198,Late Delivery,4954,Processed
1944,78078,WRONG,99999,processed
1945,22532,,-200,processed
1946,11214,WRONG,4510,Pending
1947,25693,,4286,Rejected
1948,62366,Damaged,4803,Processed
1949,24213,Wrong Item,3275,Pending
1950,33885,Missing Item,2547,Rejected
1951,7758,WRONG,4396,Pending
1952,74413,WRONG,0,Rejected
1953,49787,Wrong Item,-200,processed
1954,71644,Damaged,-200,Pending
1955,55918,damaged,1663,Pending
1956,6178,Damaged,593,Pending
1957,92920,WRONG,-200,PENDING
1958,67020,WRONG,-200,Pending
1959,96662,,-200,processed
1960,59430,Missing Item,4296,Processed
1961,6080,Missing Item,99999,Processed
1962,96581,Wrong Item,1966,Rejected
1963,61243,WRONG,99999,Processed
1964,35625,WRONG,4314,Pending
1965,18383,WRONG,-200,PENDING
1966,24110,damaged,99999,PENDING
1967,49558,Damaged,4813,Processed
1968,30087,Late Delivery,332,Processed
1969,77970,Wrong Item,720,PENDING
1970,31795,Damaged,0,Processed
1971,48399,damaged,1415,processed
1972,44432,Late Delivery,4601,Processed
1973,6236,Wrong Item,3702,PENDING
1974,45680,Damaged,0,Pending
1975,3733,Damaged,99999,Processed
1976,38911,Wrong Item,265,Rejected
1977,25352,Late Delivery,-200,Pending
1978,23055,,-200,Rejected
1979,25356,damaged,1790,Processed
1980,34281,Late Delivery,2217,PENDING
1981,60402,Late Delivery,99999,processed
1982,40355,Damaged,2872,Processed
1983,16082,,1992,Pending
1984,76094,,-200,PENDING
1985,72348,Missing Item,2404,processed
1986,53641,Late Delivery,233,PENDING
1987,23675,,0,processed
1988,41055,Missing Item,2693,Processed
1989,83398,WRONG,1110,Pending
1990,82031,Damaged,4603,PENDING
1991,89391,Late Delivery,-200,Rejected
1992,33910,Damaged,2458,Rejected
1993,38940,Wrong Item,819,Rejected
1994,58239,damaged,2567,Pending
1995,9557,Damaged,4989,processed
1996,61010,Wrong Item,4179,Rejected
1997,78285,Damaged,0,PENDING
1998,86604,Wrong Item,99999,PENDING
1999,72541,damaged,2197,processed
2000,73444,Wrong Item,1137,Processed
2001,13265,Missing Item,-200,Pending
2002,93427,Damaged,0,processed
2003,95676,WRONG,3838,Pending
2004,26521,Missing Item,2857,Rejected
2005,93024,WRONG,4226,Processed
2006,44082,WRONG,0,Processed
2007,3606,Missing Item,4006,Rejected
2008,72810,WRONG,99999,processed
2009,80706,,99999,Pending
2010,32126,Missing Item,-200,Pending
2011,78218,Damaged,-200,Processed
2012,66349,WRONG,902,Pending
2013,75999,damaged,1503,PENDING
2014,56100,Missing Item,0,Rejected
2015,62000,damaged,4042,Processed
2016,17476,Wrong Item,-200,Rejected
2017,90200,Wrong Item,99999,Processed
2018,22514,WRONG,1889,PENDING
2019,1650,Missing Item,-200,PENDING
2020,27227,Missing Item,2984,Processed
2021,5901,damaged,-200,PENDING
2022,31043,Late Delivery,99999,processed
2023,88322,,212,processed
2024,46552,,99999,Processed
2025,16437,Missing Item,4846,processed
2026,94330,Late Delivery,99999,Pending
2027,19152,Late Delivery,-200,Processed
2028,36841,Late Delivery,2489,Processed
2029,57320,,99999,Rejected
2030,61578,Wrong Item,1236,PENDING
2031,65475,Missing Item,99999,processed
2032,50042,Missing Item,0,PENDING
2033,22562,Missing Item,3120,Processed
2034,41783,damaged,1997,Pending
2035,59841,Damaged,3406,Pending
2036,14728,Missing Item,4436,Processed
2037,91551,Damaged,3381,PENDING
2038,57658,WRONG,99999,Processed
2039,87268,Late Delivery,1426,Rejected
2040,7000,WRONG,1199,Rejected
2041,55216,Wrong Item,-200,PENDING
2042,55286,Damaged,0,Processed
2043,88863,Missing Item,99999,Processed
2044,60101,,1665,PENDING
2045,91652,Missing Item,-200,Pending
2046,41865,Damaged,-200,Pending
2047,49343,Damaged,99999,processed
2048,66569,Damaged,2218,processed
2049,47166,Damaged,4410,Pending
2050,83055,damaged,2341,PENDING
2051,89791,damaged,0,Rejected
2052,14377,Wrong Item,99999,Pending
2053,21864,damaged,0,Pending
2054,11536,Late Delivery,2487,PENDING
2055,5248,damaged,99999,processed
2056,81202,WRONG,3939,Pending
2057,67759,,3099,processed
2058,31569,Wrong Item,3696,processed
2059,32125,WRONG,3821,Pending
2060,15594,WRONG,0,Rejected
2061,22644,Wrong Item,3951,Pending
2062,56846,WRONG,-200,Processed
2063,58158,Late Delivery,1625,Pending
2064,26349,,0,PENDING
2065,17095,Damaged,99999,Rejected
2066,12301,Late Delivery,2465,Rejected
2067,78313,Wrong Item,-200,Processed
2068,26804,WRONG,0,Pending
2069,19107,Wrong Item,0,Pending
2070,77429,,-200,Processed
2071,66281,damaged,1272,Pending
2072,36280,WRONG,872,Pending
2073,17808,Late Delivery,-200,Rejected
2074,55089,Missing Item,3130,Pending
2075,50487,Wrong Item,3071,Processed
2076,80907,Missing Item,-200,Processed
2077,70815,Late Delivery,0,Processed
2078,88299,Damaged,99999,Processed
2079,54104,Missing Item,99999,Pending
2080,62817,Damaged,311,Rejected
2081,13105,Late Delivery,3160,Rejected
2082,38810,,1111,Processed
2083,37753,Wrong Item,-200,Pending
2084,83596,Missing Item,-200,Rejected
2085,76258,damaged,99999,PENDING
2086,45124,WRONG,99999,Pending
2087,60316,WRONG,0,Rejected
2088,79392,Late Delivery,99999,processed
2089,21271,Damaged,4317,Rejected
2090,43182,,-200,Rejected
2091,21025,Late Delivery,2551,processed
2092,52729,Late Delivery,4844,PENDING
2093,48617,damaged,99999,Processed
2094,24969,Missing Item,3314,PENDING
2095,1809,Damaged,2556,Pending
2096,49899,WRONG,1460,processed
2097,24674,Late Delivery,99999,Processed
2098,47301,Missing Item,698,Processed
2099,91336,WRONG,2486,PENDING
2100,82918,Wrong Item,3311,Processed
2101,2529,Missing Item,0,Processed
2102,3426,Damaged,99999,Rejected
2103,63626,WRONG,99999,Rejected
2104,13385,Late Delivery,0,PENDING
2105,26581,damaged,1385,Rejected
2106,78199,Missing Item,-200,Rejected
2107,88077,Wrong Item,99999,Processed
2108,35913,Damaged,0,Processed
2109,77118,damaged,3538,PENDING
2110,47220,damaged,0,processed
2111,42204,,-200,Pending
2112,13006,Wrong Item,3444,PENDING
2113,92386,WRONG,99999,processed
2114,32505,Late Delivery,0,Processed
2115,98445,Wrong Item,1017,PENDING
2116,99550,Damaged,385,Processed
2117,23736,Wrong Item,3702,Rejected
2118,29947,,4698,Processed
2119,93140,WRONG,4269,Rejected
2120,5515,damaged,-200,Processed
2121,33100,damaged,0,Rejected
2122,23577,Wrong Item,3786,Pending
2123,79432,Damaged,1027,Rejected
2124,83166,Wrong Item,0,PENDING
2125,21621,damaged,-200,Pending
2126,95965,Damaged,-200,Rejected
2127,50779,damaged,99999,Pending
2128,70308,Late Delivery,4983,Rejected
2129,82314,Damaged,2129,Pending
2130,19703,Late Delivery,2643,processed
2131,49844,Damaged,99999,Processed
2132,38470,Missing Item,0,PENDING
2133,72880,Wrong Item,0,PENDING
2134,37606,Wrong Item,4905,Processed
2135,11433,,265,Rejected
2136,16459,Late Delivery,99999,processed
2137,45867,,-200,processed
2138,21307,Late Delivery,4257,processed
2139,13232,Wrong Item,692,Pending
2140,75749,Damaged,4078,Pending
2141,58316,,109,Pending
2142,93680,Late Delivery,1945,PENDING
2143,76131,Wrong Item,1896,Rejected
2144,3923,Missing Item,2115,Pending
2145,99302,Damaged,-200,Rejected
2146,82455,,3446,Processed
2147,7610,Missing Item,3893,processed
2148,40260,Missing Item,2377,Pending
2149,77649,Missing Item,-200,PENDING
2150,69029,Damaged,2696,Processed
2151,28184,Wrong Item,-200,Processed
2152,66147,Late Delivery,3629,Processed
2153,96201,Late Delivery,0,Processed
2154,38658,Damaged,0,Rejected
2155,82696,,-200,processed
2156,28798,Missing Item,3335,Rejected
2157,93518,damaged,3315,Processed
2158,53543,WRONG,3331,Pending
2159,50834,Missing Item,4447,PENDING
2160,46621,Wrong Item,380,Rejected
2161,28484,Late Delivery,236,Pending
2162,12573,Late Delivery,99999,Rejected
2163,39108,WRONG,99999,processed
2164,12190,Wrong Item,0,Pending
2165,42996,Wrong Item,1168,Pending
2166,91047,Wrong Item,3631,Pending
2167,52210,,99999,Processed
2168,4895,damaged,2742,PENDING
2169,7573,WRONG,2828,Processed
2170,40589,WRONG,1239,Processed
2171,14549,,4919,Processed
2172,73389,,-200,Rejected
2173,83220,Late Delivery,-200,processed
2174,60023,Missing Item,1461,Processed
2175,55860,,-200,Rejected
2176,60545,Wrong Item,2208,PENDING
2177,13266,Late Delivery,1229,Pending
2178,50337,,1417,Pending
2179,21256,,99999,Pending
2180,58481,,0,Rejected
2181,39483,Wrong Item,2181,Processed
2182,2464,Damaged,154,Rejected
2183,9914,Missing Item,99999,Processed
2184,7266,Wrong Item,-200,Rejected
2185,41096,WRONG,-200,Processed
2186,33145,Damaged,-200,Rejected
2187,36,WRONG,99999,Processed
2188,33635,Late Delivery,-200,Rejected
2189,94445,,99999,Pending
2190,5651,WRONG,-200,processed
2191,46931,WRONG,918,PENDING
2192,13471,,99999,Processed
2193,5458,WRONG,0,Rejected
2194,10669,damaged,1894,Pending
2195,12387,,4268,Pending
2196,18632,Late Delivery,270,Pending
2197,12487,Missing Item,3073,Pending
2198,70541,Missing Item,3604,Rejected
2199,64978,Late Delivery,-200,Processed
2200,25070,Wrong Item,3933,Pending
2201,16289,,-200,Processed
2202,70142,,0,PENDING
2203,78082,Missing Item,-200,PENDING
2204,14485,,2168,Processed
2205,31365,Wrong Item,671,Pending
2206,72423,WRONG,3097,Processed
2207,93347,Wrong Item,0,Rejected
2208,67007,Late Delivery,2663,Rejected
2209,27459,,3160,Processed
2210,10083,damaged,2568,Processed
2211,40289,WRONG,-200,Processed
2212,36846,Damaged,99999,processed
2213,4247,Damaged,3745,Pending
2214,22868,damaged,477,Processed
2215,40832,,4334,Pending
2216,67867,WRONG,0,Processed
2217,24533,Late Delivery,99999,processed
2218,25420,Missing Item,4500,Rejected
2219,93015,Missing Item,99999,Pending
2220,40593,Wrong Item,3364,Pending
2221,94458,Late Delivery,4379,PENDING
2222,37589,Missing Item,4375,processed
2223,93562,Damaged,1295,Pending
2224,61323,damaged,0,PENDING
2225,5177,,-200,processed
2226,8262,Wrong Item,3071,processed
2227,48366,Wrong Item,3017,processed
2228,97261,,3338,Rejected
2229,52591,Wrong Item,4372,processed
2230,69961,Late Delivery,1238,Rejected
2231,84357,WRONG,0,Pending
2232,75417,,4881,Rejected
2233,14032,Damaged,2755,Processed
2234,47173,damaged,99999,Rejected
2235,96922,WRONG,3414,processed
2236,12272,Late Delivery,4415,PENDING
2237,53826,,3017,Processed
2238,8576,damaged,4612,PENDING
2239,96931,Wrong Item,1044,processed
2240,28601,Damaged,1857,Pending
2241,10378,Wrong Item,-200,PENDING
2242,57033,Late Delivery,-200,PENDING
2243,92171,Missing Item,4492,processed
2244,39900,Damaged,-200,PENDING
2245,69482,WRONG,0,PENDING
2246,75431,Wrong Item,99999,Processed
2247,10318,,-200,Pending
2248,36609,Damaged,-200,Processed
2249,17129,WRONG,-200,PENDING
2250,93636,WRONG,1240,Rejected
2251,30164,damaged,-200,Pending
2252,53393,WRONG,3074,processed
2253,81777,WRONG,3238,Processed
