Order_ID,Customer_ID,Product_ID,Order_Time,Dispatch_Time,Delivery_Time,Status,Delay_Minutes,City_ID,Partner_ID
7273,4546,2668,31-08-2021,31-08-2021 05:00,01-09-2021 10:00,Delivered,,2,43
18249,3408,1485,28-02-2021,28-02-2021 07:00,01-03-2021 15:00,DELIVERED,140,76,39
7275,2888,2984,19-04-2022,20-04-2022 23:00,23-04-2022 11:00,,9999,,18
12170,4181,2994,02-06-2023,03-06-2023 03:00,06-06-2023 02:00,DELIVERED,,,8
7277,1390,2675,06-02-2023,06-02-2023 19:00,10-02-2023 05:00,delivered,163,97,10
7278,2612,2049,26-02-2023,27-02-2023 18:00,28-02-2023 19:00,Delivered,-50,,58
33918,5013,1236,28-01-2022,28-01-2022 03:00,29-01-2022 21:00,In Transit,,90,56
7280,4206,2997,09-03-2021,10-03-2021 15:00,14-03-2021 10:00,DELIVERED,-50,,54
26485,4678,1797,16-02-2022,16-02-2022 05:00,19-02-2022 18:00,delivered,119,85,17
43864,5486,343,03-06-2025,03-06-2025 14:00,06-06-2025 08:00,DELIVERED,-50,,54
19763,3690,1457,11-07-2023,12-07-2023 23:00,16-07-2023 03:00,In Transit,,66,54
7284,2391,2916,18-11-2022,19-11-2022 20:00,23-11-2022 14:00,Delayed,9999,,20
7285,3230,1377,19-06-2021,19-06-2021 07:00,20-06-2021 16:00,Delayed,,,42
7286,5433,1320,10-02-2024,10-02-2024 03:00,13-02-2024 17:00,delivered,9999,,60
5513,5031,1879,23-03-2021,23-03-2021 03:00,25-03-2021 20:00,In Transit,9999,84,15
7288,4263,1949,05-10-2023,05-10-2023 09:00,08-10-2023 16:00,DELIVERED,9999,1,9
28713,1072,1027,30-10-2024,30-10-2024 03:00,30-10-2024 12:00,In Transit,-50,,49
7290,5501,137,03-11-2023,04-11-2023 13:00,04-11-2023 23:00,,-50,100,48
7291,1181,2915,30-04-2024,01-05-2024 01:00,03-05-2024 01:00,,-50,,49
7292,4445,2919,16-05-2023,17-05-2023 16:00,18-05-2023 06:00,delivered,9999,,52
1168,4875,253,28-06-2025,29-06-2025 07:00,01-07-2025 22:00,Delayed,201,25,4
44522,2989,249,26-12-2022,27-12-2022 23:00,28-12-2022 15:00,Delayed,249,27,27
32220,2505,690,02-10-2022,03-10-2022 00:00,06-10-2022 12:00,Delivered,,23,6
7296,4592,2867,26-10-2022,27-10-2022 22:00,28-10-2022 07:00,,23,77,50
43733,5611,1519,13-12-2021,14-12-2021 19:00,18-12-2021 16:00,Delivered,,1,7
7298,5762,1091,08-06-2021,08-06-2021 07:00,10-06-2021 08:00,,257,,9
7299,2874,1187,05-02-2024,06-02-2024 01:00,06-02-2024 03:00,Delivered,98,65,40
4164,5260,761,25-11-2021,26-11-2021 04:00,29-11-2021 05:00,,9999,76,39
7301,2684,2194,18-01-2021,19-01-2021 12:00,20-01-2021 22:00,,-50,22,47
42310,2843,625,21-12-2022,21-12-2022 03:00,23-12-2022 16:00,delivered,9999,,1
7303,4737,1182,05-02-2021,05-02-2021 08:00,07-02-2021 00:00,Delayed,-50,,18
10204,3001,1051,27-12-2020,28-12-2020 20:00,29-12-2020 23:00,Delivered,75,60,5
18988,3253,1526,27-01-2022,27-01-2022 10:00,29-01-2022 19:00,delivered,120,,55
31586,1259,262,09-04-2022,10-04-2022 18:00,12-04-2022 03:00,DELIVERED,-50,86,28
7307,4963,2131,19-03-2025,20-03-2025 10:00,22-03-2025 04:00,delivered,120,,50
44025,5659,1940,24-04-2022,24-04-2022 07:00,26-04-2022 21:00,In Transit,209,5,49
17494,1477,1839,06-08-2024,06-08-2024 05:00,08-08-2024 20:00,,9999,,21
7310,2954,439,04-04-2021,04-04-2021 04:00,05-04-2021 06:00,Delivered,9999,34,55
7311,5916,2083,24-04-2022,25-04-2022 10:00,26-04-2022 07:00,,-50,53,58
7312,2983,372,12-07-2021,12-07-2021 20:00,12-07-2021 22:00,Delivered,,85,34
3338,3907,2992,18-05-2023,19-05-2023 05:00,20-05-2023 17:00,Delivered,159,58,27
2239,4219,1670,15-10-2025,15-10-2025 21:00,17-10-2025 07:00,Delayed,9999,,34
7315,2058,1351,13-05-2024,14-05-2024 00:00,16-05-2024 01:00,Delayed,219,87,41
3000,2451,133,26-08-2023,26-08-2023 10:00,29-08-2023 20:00,Delivered,9999,83,12
7317,3849,2613,15-09-2024,15-09-2024 19:00,17-09-2024 10:00,DELIVERED,,,22
17916,5382,2799,14-09-2020,15-09-2020 23:00,17-09-2020 03:00,DELIVERED,,54,44
7319,3903,1018,12-09-2020,12-09-2020 07:00,13-09-2020 20:00,Delivered,9999,40,28
7320,3596,2044,09-05-2024,09-05-2024 16:00,10-05-2024 19:00,DELIVERED,133,,20
7321,5532,607,14-03-2022,14-03-2022 14:00,16-03-2022 21:00,Delayed,-50,94,57
28859,5576,660,18-06-2023,18-06-2023 22:00,21-06-2023 04:00,,9999,63,44
7323,3461,360,02-05-2022,02-05-2022 02:00,02-05-2022 10:00,Delivered,9999,,21
7324,3978,1295,21-10-2020,22-10-2020 23:00,26-10-2020 09:00,In Transit,187,,24
5522,2103,2197,16-09-2024,16-09-2024 21:00,17-09-2024 23:00,In Transit,152,27,20
7326,4464,2634,28-06-2024,29-06-2024 07:00,29-06-2024 13:00,In Transit,,49,42
8547,5678,2325,30-07-2024,31-07-2024 11:00,02-08-2024 01:00,Delivered,-50,91,2
17624,2022,720,12-03-2022,12-03-2022 23:00,15-03-2022 00:00,Delayed,248,,59
49258,1483,2883,01-03-2022,02-03-2022 21:00,05-03-2022 16:00,,-50,100,22
7618,4319,2772,19-07-2020,19-07-2020 07:00,22-07-2020 06:00,In Transit,19,32,15
2728,1794,2417,24-07-2024,25-07-2024 01:00,27-07-2024 04:00,In Transit,9999,,10
7332,5677,2811,03-09-2022,04-09-2022 15:00,05-09-2022 02:00,In Transit,9999,13,22
41163,3427,519,09-11-2024,10-11-2024 06:00,11-11-2024 09:00,Delayed,213,,35
29093,3866,1251,03-12-2025,03-12-2025 14:00,05-12-2025 16:00,Delivered,281,57,3
14418,4007,2092,24-07-2024,24-07-2024 21:00,26-07-2024 16:00,Delayed,,78,21
7336,2344,614,07-07-2020,08-07-2020 01:00,10-07-2020 19:00,In Transit,,,3
7337,4653,1861,23-08-2025,23-08-2025 12:00,27-08-2025 09:00,Delivered,9999,,4
7338,2843,2543,08-07-2021,09-07-2021 14:00,11-07-2021 05:00,Delivered,-50,22,48
9168,2494,2781,25-06-2023,26-06-2023 10:00,28-06-2023 22:00,Delayed,208,68,29
7340,4144,1916,11-05-2020,12-05-2020 22:00,14-05-2020 06:00,DELIVERED,-50,86,17
7341,1025,2777,26-08-2025,26-08-2025 14:00,27-08-2025 21:00,DELIVERED,9999,,52
38232,2841,2072,24-01-2024,25-01-2024 11:00,25-01-2024 22:00,Delivered,,,34
7343,4321,1814,13-09-2025,13-09-2025 08:00,13-09-2025 20:00,delivered,9999,93,9
41446,1444,1352,13-04-2024,14-04-2024 19:00,18-04-2024 12:00,DELIVERED,,93,57
27946,4952,586,30-01-2022,31-01-2022 19:00,04-02-2022 02:00,DELIVERED,9999,,35
13569,5136,1655,15-02-2020,16-02-2020 17:00,18-02-2020 01:00,DELIVERED,9999,76,47
42583,2873,1637,09-06-2020,09-06-2020 05:00,10-06-2020 00:00,delivered,,11,41
39652,3309,1975,29-12-2021,30-12-2021 07:00,31-12-2021 19:00,Delayed,-50,,24
7349,1756,1026,01-01-2025,01-01-2025 20:00,03-01-2025 12:00,DELIVERED,9999,,35
44826,5731,954,24-05-2022,25-05-2022 06:00,26-05-2022 23:00,In Transit,,50,13
27982,2197,2246,07-06-2020,08-06-2020 16:00,09-06-2020 06:00,delivered,9999,,5
5156,4916,1653,28-07-2021,29-07-2021 19:00,01-08-2021 04:00,delivered,-50,10,42
15338,2076,2212,13-05-2022,14-05-2022 04:00,15-05-2022 23:00,Delayed,240,,44
14886,4236,1316,13-09-2021,14-09-2021 05:00,16-09-2021 08:00,Delivered,102,4,15
7355,4776,360,25-05-2023,26-05-2023 00:00,29-05-2023 03:00,In Transit,9999,91,20
7356,5517,2795,29-08-2024,29-08-2024 19:00,30-08-2024 00:00,Delayed,-50,93,36
7357,2427,2553,15-09-2024,16-09-2024 17:00,16-09-2024 23:00,Delivered,-50,,9
7358,5353,120,21-01-2025,22-01-2025 00:00,24-01-2025 00:00,In Transit,240,,33
24246,4080,1723,23-09-2025,24-09-2025 11:00,28-09-2025 06:00,In Transit,-50,,42
22278,5365,1074,21-03-2024,22-03-2024 04:00,25-03-2024 07:00,Delivered,29,63,28
7361,5358,1000,16-07-2023,17-07-2023 17:00,18-07-2023 17:00,,,,51
7362,5270,252,26-03-2020,26-03-2020 16:00,29-03-2020 06:00,,-50,85,14
7363,3077,2120,16-04-2022,16-04-2022 21:00,18-04-2022 07:00,Delivered,,,22
7364,5602,690,17-03-2022,18-03-2022 02:00,19-03-2022 21:00,Delivered,81,,19
7365,2258,2900,02-09-2025,02-09-2025 01:00,03-09-2025 06:00,Delivered,9999,90,54
404,2313,2494,12-03-2021,13-03-2021 14:00,15-03-2021 18:00,Delivered,222,86,58
7367,3723,1470,07-09-2022,08-09-2022 00:00,08-09-2022 12:00,Delivered,,,43
20242,4891,2903,01-10-2024,02-10-2024 11:00,04-10-2024 16:00,Delayed,-50,,51
7369,1790,1751,02-09-2020,03-09-2020 13:00,04-09-2020 01:00,Delivered,9999,11,51
7370,4326,958,27-10-2020,28-10-2020 22:00,28-10-2020 23:00,delivered,258,,2
7371,1415,2981,22-11-2025,23-11-2025 01:00,24-11-2025 16:00,Delayed,86,63,6
7372,5119,945,13-05-2023,14-05-2023 09:00,17-05-2023 10:00,DELIVERED,189,,7
49874,5918,701,30-08-2025,30-08-2025 22:00,03-09-2025 00:00,delivered,-50,,32
7374,2522,1537,29-04-2023,30-04-2023 13:00,03-05-2023 15:00,In Transit,281,16,53
8800,1004,2040,17-07-2025,17-07-2025 09:00,20-07-2025 06:00,In Transit,,,58
21807,4331,1608,24-05-2023,25-05-2023 23:00,26-05-2023 21:00,,,51,57
7377,5269,395,19-08-2023,20-08-2023 08:00,22-08-2023 23:00,delivered,9999,,17
7378,4300,2313,11-07-2025,12-07-2025 07:00,13-07-2025 14:00,Delayed,128,,36
49229,2534,900,26-05-2023,26-05-2023 23:00,30-05-2023 23:00,DELIVERED,142,11,49
7380,1762,170,11-09-2021,12-09-2021 21:00,14-09-2021 06:00,,9999,28,56
29800,3559,1838,23-10-2024,24-10-2024 01:00,26-10-2024 16:00,delivered,177,,1
9493,1537,2333,25-01-2020,26-01-2020 12:00,26-01-2020 18:00,,9,,35
7383,5018,2649,07-09-2021,07-09-2021 21:00,09-09-2021 16:00,Delayed,,30,17
7384,1921,1310,11-08-2020,11-08-2020 10:00,14-08-2020 09:00,,,,48
7385,2432,1366,11-04-2021,12-04-2021 13:00,12-04-2021 17:00,delivered,-50,93,10
7386,2913,767,17-08-2020,17-08-2020 18:00,20-08-2020 08:00,Delayed,,23,14
7387,1345,1681,29-06-2020,29-06-2020 18:00,01-07-2020 14:00,,9999,,38
41616,1211,791,16-11-2025,16-11-2025 05:00,17-11-2025 21:00,,9999,39,20
7389,5324,2078,08-12-2024,08-12-2024 23:00,10-12-2024 06:00,,271,,6
10824,1604,316,22-07-2021,22-07-2021 04:00,23-07-2021 13:00,Delayed,-50,68,46
761,1347,1063,16-05-2022,17-05-2022 02:00,20-05-2022 19:00,Delayed,-50,42,33
23738,2104,743,09-11-2021,09-11-2021 22:00,11-11-2021 03:00,Delayed,-50,8,24
45650,2419,940,05-10-2021,05-10-2021 15:00,06-10-2021 23:00,,,84,49
30401,1690,2562,13-09-2024,14-09-2024 02:00,15-09-2024 11:00,,-50,,5
7395,1199,1663,16-02-2023,17-02-2023 15:00,19-02-2023 18:00,,9999,,6
32673,2666,1467,09-01-2023,09-01-2023 05:00,12-01-2023 22:00,,77,,41
7397,4057,2132,05-11-2023,05-11-2023 23:00,06-11-2023 09:00,,,27,9
12278,2859,2180,14-11-2025,14-11-2025 20:00,15-11-2025 17:00,Delivered,9999,24,35
41118,3998,2838,07-02-2023,07-02-2023 10:00,08-02-2023 23:00,delivered,,,5
19457,3653,766,06-05-2020,06-05-2020 07:00,09-05-2020 05:00,Delayed,245,,11
47271,2841,824,04-05-2025,04-05-2025 10:00,06-05-2025 19:00,Delivered,,20,59
33177,3354,557,13-01-2021,14-01-2021 10:00,17-01-2021 23:00,In Transit,-50,,21
1211,4791,2562,12-11-2021,12-11-2021 22:00,14-11-2021 10:00,,9999,12,52
7404,3212,128,20-03-2021,20-03-2021 21:00,24-03-2021 14:00,DELIVERED,9999,85,32
15795,5868,1826,05-05-2020,05-05-2020 16:00,08-05-2020 08:00,In Transit,,1,29
7406,2961,2794,26-10-2022,27-10-2022 03:00,30-10-2022 07:00,Delayed,6,30,11
7407,4070,552,30-10-2025,31-10-2025 05:00,02-11-2025 23:00,Delayed,,28,10
8038,2524,423,13-02-2023,13-02-2023 10:00,16-02-2023 20:00,Delivered,9999,,37
17840,4921,2858,21-11-2022,22-11-2022 05:00,22-11-2022 23:00,delivered,-50,98,20
7410,4881,266,03-09-2022,03-09-2022 09:00,05-09-2022 12:00,In Transit,19,,18
36177,2020,1255,18-01-2022,18-01-2022 21:00,22-01-2022 03:00,delivered,227,,8
7412,5131,2651,14-01-2023,14-01-2023 19:00,14-01-2023 22:00,Delivered,74,7,7
11752,1956,1454,13-03-2023,14-03-2023 15:00,15-03-2023 04:00,In Transit,9999,,40
14044,5428,801,15-06-2024,15-06-2024 14:00,15-06-2024 20:00,Delivered,9999,,55
31033,1245,1955,25-03-2020,26-03-2020 04:00,27-03-2020 00:00,,,,37
7416,4679,985,03-12-2023,03-12-2023 11:00,05-12-2023 16:00,Delivered,292,22,24
7417,2667,1795,03-04-2024,05-04-2024 00:00,05-04-2024 01:00,Delayed,,3,60
7418,2747,830,22-08-2022,22-08-2022 05:00,23-08-2022 06:00,,35,,38
7419,5579,970,10-11-2025,11-11-2025 22:00,14-11-2025 18:00,delivered,250,7,22
24423,5709,2981,12-09-2023,12-09-2023 21:00,13-09-2023 14:00,delivered,-50,,23
30444,2935,604,09-08-2022,09-08-2022 05:00,11-08-2022 13:00,DELIVERED,-50,3,9
7422,3264,1553,19-06-2025,20-06-2025 07:00,20-06-2025 22:00,Delivered,,,3
28564,3439,1446,25-01-2024,25-01-2024 05:00,28-01-2024 01:00,DELIVERED,9999,,37
7424,2678,814,10-02-2023,10-02-2023 19:00,12-02-2023 16:00,DELIVERED,9999,,57
7425,3994,2929,03-09-2022,03-09-2022 11:00,03-09-2022 15:00,,130,4,12
7426,4428,1177,27-06-2024,28-06-2024 20:00,29-06-2024 14:00,In Transit,164,95,37
46999,3012,507,05-07-2023,05-07-2023 09:00,07-07-2023 08:00,,98,91,26
27469,3954,1461,30-12-2025,30-12-2025 10:00,01-01-2026 09:00,,-50,,57
7429,2870,1334,09-10-2021,10-10-2021 09:00,12-10-2021 05:00,delivered,,,15
26389,4582,435,22-11-2021,23-11-2021 12:00,25-11-2021 18:00,,9999,95,36
13596,5070,847,28-02-2020,28-02-2020 21:00,01-03-2020 17:00,Delivered,9999,85,9
46716,2620,352,05-02-2022,06-02-2022 22:00,10-02-2022 16:00,delivered,,68,38
7433,3510,190,02-04-2024,03-04-2024 21:00,07-04-2024 21:00,delivered,,49,44
38916,5318,2491,03-08-2024,04-08-2024 01:00,05-08-2024 09:00,Delayed,9999,13,3
7435,2771,2796,24-05-2022,24-05-2022 02:00,24-05-2022 13:00,,9999,62,45
7436,2979,1169,30-03-2021,30-03-2021 22:00,31-03-2021 17:00,delivered,31,6,27
32202,2657,852,18-01-2020,19-01-2020 06:00,21-01-2020 07:00,,-50,85,45
5264,2418,1854,02-02-2021,02-02-2021 20:00,05-02-2021 00:00,Delivered,112,,1
7439,5535,1066,08-06-2021,09-06-2021 18:00,12-06-2021 19:00,Delayed,79,86,6
7440,5430,298,08-01-2023,08-01-2023 14:00,12-01-2023 08:00,delivered,241,11,7
26860,2005,959,18-01-2025,19-01-2025 07:00,21-01-2025 20:00,Delayed,-50,22,15
3420,4468,1557,08-12-2023,09-12-2023 19:00,10-12-2023 02:00,DELIVERED,9999,58,41
31797,5213,1476,15-04-2023,15-04-2023 12:00,16-04-2023 16:00,,,,33
21606,4202,1789,06-03-2023,07-03-2023 16:00,09-03-2023 19:00,In Transit,,,9
27299,3663,919,11-06-2025,11-06-2025 07:00,14-06-2025 13:00,delivered,-50,100,1
7156,5193,112,01-04-2024,03-04-2024 00:00,05-04-2024 06:00,DELIVERED,9999,,23
7447,4156,499,04-10-2024,04-10-2024 15:00,05-10-2024 07:00,,-50,69,20
7448,1461,1076,15-06-2020,15-06-2020 02:00,19-06-2020 01:00,DELIVERED,114,19,35
7449,2328,2580,24-02-2025,24-02-2025 01:00,27-02-2025 15:00,Delivered,-50,91,44
22570,4697,1019,05-01-2021,05-01-2021 14:00,08-01-2021 01:00,In Transit,9999,,55
41282,1293,772,31-05-2023,01-06-2023 19:00,04-06-2023 07:00,,,,26
7452,1520,825,06-03-2020,07-03-2020 07:00,07-03-2020 14:00,In Transit,9999,,44
4819,3504,2032,12-11-2023,14-11-2023 00:00,15-11-2023 13:00,DELIVERED,11,24,50
16061,5828,1872,10-01-2023,10-01-2023 02:00,11-01-2023 04:00,DELIVERED,,3,23
7455,5629,283,05-09-2021,06-09-2021 07:00,08-09-2021 22:00,Delivered,280,34,60
43582,1945,720,27-02-2020,28-02-2020 13:00,02-03-2020 08:00,DELIVERED,,28,26
7457,2065,1591,03-04-2021,03-04-2021 01:00,05-04-2021 03:00,,9999,,19
7458,1346,2659,18-05-2024,19-05-2024 21:00,23-05-2024 21:00,DELIVERED,-50,,32
7459,5751,164,28-03-2022,28-03-2022 08:00,01-04-2022 06:00,Delayed,9999,,1
7460,3380,571,22-06-2025,23-06-2025 07:00,25-06-2025 00:00,Delivered,,,47
7461,2337,264,27-06-2024,27-06-2024 23:00,30-06-2024 04:00,Delivered,,,2
44827,3215,1988,04-05-2024,04-05-2024 02:00,07-05-2024 07:00,In Transit,-50,,1
28585,3678,2410,10-10-2023,11-10-2023 11:00,11-10-2023 18:00,delivered,,46,5
2290,4521,2842,02-08-2025,02-08-2025 06:00,05-08-2025 12:00,In Transit,9999,88,10
7465,1843,1248,28-01-2020,30-01-2020 00:00,02-02-2020 00:00,DELIVERED,62,46,41
46217,3463,1171,30-12-2020,31-12-2020 01:00,01-01-2021 05:00,Delivered,-50,90,24
7467,4299,179,14-05-2020,15-05-2020 14:00,16-05-2020 11:00,delivered,,,22
12012,3463,562,27-05-2023,27-05-2023 23:00,30-05-2023 01:00,,223,96,9
7469,1958,487,19-06-2023,19-06-2023 15:00,21-06-2023 10:00,,9999,,9
7470,5177,738,24-06-2024,25-06-2024 22:00,29-06-2024 00:00,,,89,50
7471,5374,1612,11-08-2025,12-08-2025 11:00,15-08-2025 15:00,Delivered,9999,16,53
7472,5840,2790,06-07-2023,07-07-2023 09:00,07-07-2023 11:00,delivered,9999,,6
30236,2949,577,19-06-2022,20-06-2022 17:00,24-06-2022 01:00,,-50,,16
47875,2095,170,11-11-2025,12-11-2025 08:00,15-11-2025 08:00,Delivered,9999,22,43
7475,4355,2368,17-12-2021,18-12-2021 20:00,20-12-2021 17:00,,,11,23
19978,4547,100,18-06-2021,18-06-2021 21:00,22-06-2021 11:00,DELIVERED,29,86,9
14967,5809,1939,11-11-2022,11-11-2022 12:00,12-11-2022 12:00,Delivered,295,29,39
21405,3329,1587,11-05-2020,12-05-2020 11:00,13-05-2020 02:00,DELIVERED,65,,2
7479,5351,348,03-05-2024,03-05-2024 05:00,05-05-2024 21:00,,-50,,7
6826,5064,1843,31-03-2022,31-03-2022 14:00,01-04-2022 12:00,In Transit,-50,22,32
7481,4244,1809,14-06-2020,15-06-2020 05:00,18-06-2020 21:00,In Transit,88,,42
7500,3982,2313,02-07-2024,03-07-2024 04:00,05-07-2024 04:00,Delayed,,,15
7483,2482,2998,30-04-2025,30-04-2025 08:00,03-05-2025 11:00,,-50,,34
7484,1781,968,04-01-2025,04-01-2025 08:00,07-01-2025 21:00,DELIVERED,-50,31,48
40191,4629,243,02-05-2020,03-05-2020 00:00,03-05-2020 11:00,,-50,,60
9844,1209,549,06-11-2022,07-11-2022 06:00,07-11-2022 13:00,,,13,40
7487,2929,2466,05-05-2023,05-05-2023 22:00,07-05-2023 14:00,Delayed,85,,59
35374,2958,751,07-04-2020,08-04-2020 15:00,11-04-2020 03:00,In Transit,,,45
7489,3846,789,11-12-2020,12-12-2020 04:00,14-12-2020 12:00,In Transit,9999,24,5
47990,2822,2417,19-08-2020,19-08-2020 20:00,21-08-2020 02:00,Delivered,192,66,41
5411,2876,1166,03-07-2024,03-07-2024 23:00,05-07-2024 21:00,delivered,,,53
7492,1888,417,22-04-2022,22-04-2022 03:00,24-04-2022 06:00,Delayed,248,87,60
39210,2786,452,01-08-2024,02-08-2024 00:00,03-08-2024 14:00,Delivered,108,74,3
7494,1884,1266,08-05-2020,09-05-2020 00:00,11-05-2020 15:00,Delayed,27,80,32
7495,3661,1303,18-06-2020,18-06-2020 05:00,20-06-2020 14:00,In Transit,9999,,39
43349,4125,409,03-05-2022,04-05-2022 18:00,05-05-2022 16:00,,9999,,20
7497,3165,1494,28-06-2020,29-06-2020 07:00,02-07-2020 11:00,DELIVERED,-50,,33
49988,4487,516,07-06-2025,07-06-2025 17:00,08-06-2025 04:00,Delivered,9999,58,10
29029,5488,2542,27-02-2021,27-02-2021 21:00,03-03-2021 00:00,delivered,-50,37,18
3880,4438,1717,23-07-2023,23-07-2023 11:00,26-07-2023 04:00,Delayed,,,60
580,4370,1185,16-08-2024,16-08-2024 10:00,19-08-2024 02:00,Delayed,,,48
33367,2399,305,13-02-2020,13-02-2020 17:00,16-02-2020 11:00,Delivered,,17,17
18329,1668,2078,27-04-2020,27-04-2020 06:00,29-04-2020 11:00,In Transit,,7,43
20262,5191,240,03-07-2024,03-07-2024 03:00,03-07-2024 06:00,,143,93,53
19557,4446,1501,12-12-2022,12-12-2022 17:00,16-12-2022 06:00,In Transit,9999,,43
7506,5912,2214,27-11-2022,28-11-2022 05:00,29-11-2022 10:00,Delivered,-50,,37
7507,4616,2245,10-10-2020,11-10-2020 14:00,12-10-2020 13:00,Delivered,,40,60
7508,1143,2880,08-06-2023,09-06-2023 08:00,12-06-2023 00:00,Delivered,-50,83,60
7509,5746,784,05-03-2021,05-03-2021 12:00,07-03-2021 19:00,DELIVERED,,,3
23054,3906,2014,28-01-2024,28-01-2024 08:00,31-01-2024 21:00,In Transit,9999,,40
22276,2288,982,03-05-2025,04-05-2025 14:00,05-05-2025 22:00,delivered,70,,52
7512,1664,477,29-07-2024,30-07-2024 01:00,02-08-2024 14:00,Delivered,-50,,45
7513,4399,1677,16-03-2020,17-03-2020 15:00,20-03-2020 12:00,,,15,6
34127,2717,560,26-10-2025,26-10-2025 10:00,29-10-2025 01:00,In Transit,9999,38,52
7515,3014,2642,11-05-2023,12-05-2023 17:00,16-05-2023 00:00,In Transit,-50,,7
7516,5038,1708,08-01-2020,08-01-2020 16:00,10-01-2020 04:00,Delayed,9999,53,16
18717,3246,2220,03-02-2020,03-02-2020 16:00,04-02-2020 21:00,,9999,,17
36858,5781,656,22-04-2023,22-04-2023 13:00,24-04-2023 07:00,Delayed,9999,76,35
6229,2525,1427,16-09-2022,17-09-2022 03:00,17-09-2022 16:00,In Transit,,20,12
13676,5965,300,16-09-2020,16-09-2020 18:00,18-09-2020 08:00,,-50,,26
34485,4027,675,26-06-2024,27-06-2024 14:00,30-06-2024 16:00,DELIVERED,225,,54
7522,1334,2019,23-10-2024,23-10-2024 23:00,24-10-2024 09:00,Delivered,207,66,10
7523,2181,383,08-05-2024,09-05-2024 04:00,11-05-2024 22:00,Delivered,9999,,23
7524,2287,1310,06-06-2025,06-06-2025 02:00,07-06-2025 00:00,In Transit,238,,45
7525,5102,483,30-05-2021,31-05-2021 13:00,01-06-2021 17:00,DELIVERED,,3,32
21310,4571,1450,28-03-2022,29-03-2022 06:00,29-03-2022 22:00,,9999,81,23
7527,4874,2561,06-01-2022,06-01-2022 11:00,07-01-2022 04:00,,,78,52
7528,3273,1961,07-04-2024,07-04-2024 05:00,08-04-2024 10:00,DELIVERED,,92,42
7529,3718,2148,10-10-2021,10-10-2021 06:00,10-10-2021 11:00,delivered,-50,,43
20318,4486,1162,18-05-2022,18-05-2022 12:00,19-05-2022 01:00,DELIVERED,,,41
14975,2332,2117,09-04-2024,09-04-2024 21:00,10-04-2024 01:00,Delayed,,,25
7532,1995,982,23-08-2020,24-08-2020 16:00,27-08-2020 11:00,,-50,,51
7533,2212,481,20-07-2023,21-07-2023 11:00,21-07-2023 16:00,Delivered,112,76,24
35764,4485,2301,06-06-2021,06-06-2021 11:00,06-06-2021 19:00,delivered,9999,100,1
46642,3180,1611,24-12-2024,25-12-2024 20:00,27-12-2024 01:00,In Transit,197,43,30
7536,5559,412,11-04-2025,11-04-2025 18:00,13-04-2025 09:00,In Transit,9999,,38
7537,4118,313,26-03-2021,27-03-2021 22:00,31-03-2021 14:00,Delivered,-50,,24
4359,2810,1613,02-04-2023,03-04-2023 09:00,03-04-2023 20:00,Delayed,,57,48
42528,5794,1192,12-11-2023,13-11-2023 06:00,15-11-2023 06:00,Delayed,9999,3,57
28492,5440,552,17-11-2022,17-11-2022 05:00,20-11-2022 13:00,DELIVERED,-50,11,18
34647,3240,1383,03-04-2025,04-04-2025 07:00,08-04-2025 01:00,Delayed,297,64,26
11210,4374,1123,30-11-2023,01-12-2023 23:00,05-12-2023 00:00,delivered,33,69,26
23030,5213,2689,06-09-2024,07-09-2024 21:00,08-09-2024 13:00,DELIVERED,9,74,22
22860,4139,748,02-08-2020,03-08-2020 20:00,06-08-2020 11:00,Delivered,,,6
7910,4181,2206,06-02-2025,07-02-2025 00:00,09-02-2025 22:00,delivered,9999,5,44
27401,4914,1934,29-06-2020,30-06-2020 02:00,01-07-2020 04:00,delivered,34,,52
28708,4204,2513,28-01-2024,29-01-2024 00:00,31-01-2024 07:00,Delayed,9999,21,3
7548,3997,1727,23-09-2025,24-09-2025 20:00,27-09-2025 22:00,In Transit,,,23
7549,5306,2806,30-10-2025,30-10-2025 05:00,31-10-2025 12:00,Delayed,-50,81,40
18565,4883,1502,25-09-2021,26-09-2021 13:00,27-09-2021 02:00,,134,76,1
7551,1365,1778,18-09-2025,19-09-2025 14:00,22-09-2025 06:00,delivered,9999,55,29
38100,5587,2334,21-05-2021,22-05-2021 04:00,25-05-2021 17:00,Delayed,9999,,46
7553,2439,1612,14-01-2024,14-01-2024 07:00,17-01-2024 02:00,Delayed,,,4
7554,2424,2025,28-03-2024,29-03-2024 13:00,01-04-2024 02:00,DELIVERED,9999,83,58
19127,5176,1816,01-12-2020,01-12-2020 11:00,03-12-2020 05:00,Delayed,9999,34,10
7556,1835,2242,24-03-2025,25-03-2025 03:00,27-03-2025 03:00,In Transit,9999,,4
7557,5511,244,29-08-2025,30-08-2025 15:00,02-09-2025 15:00,Delivered,,44,30
29242,1030,2330,12-06-2024,13-06-2024 22:00,14-06-2024 16:00,,9999,,60
3324,5154,109,11-03-2022,11-03-2022 06:00,12-03-2022 03:00,Delayed,-50,9,27
7560,3013,2376,17-07-2021,17-07-2021 07:00,21-07-2021 04:00,DELIVERED,108,48,30
7561,4409,2635,02-09-2022,02-09-2022 06:00,04-09-2022 02:00,DELIVERED,253,70,29
7562,1361,2993,09-11-2025,09-11-2025 19:00,12-11-2025 09:00,Delayed,9999,,35
14773,1849,1726,25-07-2025,25-07-2025 12:00,25-07-2025 21:00,delivered,,89,14
