Order_ID,Status,Update_Date,Update_Time
24017,Order Placed,2025-10-08,00:39:00
20577,Delivered,2023-09-30,19:17:00
34245,in transit,2023-04-21,05:50:00
80339,Delayed,2025-12-15,05:20:00
76411,In Transit,2023-12-15,03:43:00
67249,Order Placed,2025-02-04,07:47:00
93448,In Transit,2021-02-09,22:11:00
43789,DELIVERED,2024-11-19,16:16:00
62995,DELIVERED,2022-03-30,00:43:00
84512,DELIVERED,2025-02-19,12:44:00
59910,Out for Delivery,2020-06-07,01:44:00
55002,in transit,2023-12-10,20:02:00
17594,Order Placed,2022-10-23,17:36:00
14293,order placed,2020-04-24,13:41:00
47677,Out for Delivery,2025-10-11,03:03:00
78369,Delivered,2024-05-17,13:59:00
35361,In Transit,2024-11-27,12:04:00
40107,in transit,2020-10-22,16:54:00
30918,DELIVERED,2024-05-30,02:50:00
22296,order placed,2023-03-20,09:14:00
52999,DELIVERED,2024-02-29,19:44:00
77096,Out for Delivery,2023-01-06,18:21:00
86601,Out for Delivery,2025-04-07,00:36:00
18971,Delivered,2020-07-22,21:17:00
72241,Delayed,2025-02-19,11:13:00
94291,In Transit,2025-05-12,20:43:00
26249,order placed,2025-11-23,01:16:00
30350,in transit,2025-10-12,18:21:00
48303,Order Placed,2025-10-29,20:56:00
45688,Delivered,2022-06-04,06:38:00
52335,Out for Delivery,2023-01-19,18:35:00
7757,order placed,2025-11-27,01:43:00
65650,In Transit,2025-05-24,05:26:00
30204,Out for Delivery,2024-03-02,15:37:00
46100,Order Placed,2023-11-24,07:27:00
4802,order placed,2025-02-02,10:17:00
73600,Dispatched,2022-05-20,15:17:00
99324,Out for Delivery,2024-03-17,08:36:00
73686,in transit,2021-09-22,03:35:00
2032,order placed,2021-08-12,10:01:00
63395,order placed,2020-06-13,20:38:00
61299,Delayed,2020-07-31,15:36:00
18991,In Transit,2020-12-17,15:43:00
55960,Out for Delivery,2022-09-18,22:53:00
75865,in transit,2022-09-10,08:00:00
90668,order placed,2023-01-17,20:08:00
95131,Delayed,2022-11-05,02:22:00
78371,in transit,2023-08-05,22:17:00
42180,DELIVERED,2021-07-28,06:29:00
18839,In Transit,2025-05-20,10:52:00
25693,order placed,2022-07-12,18:44:00
97275,Order Placed,2024-04-27,05:07:00
68739,Delayed,2023-02-12,18:32:00
34433,Out for Delivery,2025-02-10,08:43:00
44927,Dispatched,2023-04-30,05:22:00
3115,Order Placed,2024-02-25,17:11:00
99290,In Transit,2021-05-15,00:25:00
23387,Order Placed,2025-04-02,02:03:00
59351,In Transit,2023-02-11,20:07:00
89042,Dispatched,2021-09-20,15:23:00
52298,In Transit,2024-12-15,22:07:00
31704,DELIVERED,2025-05-02,19:23:00
3236,Dispatched,2021-11-10,16:48:00
64443,Dispatched,2022-05-27,07:01:00
17282,order placed,2023-11-23,02:04:00
67803,order placed,2023-04-16,00:49:00
73097,DELIVERED,2020-01-07,00:07:00
53910,DELIVERED,2020-12-28,02:54:00
72873,In Transit,2024-08-18,21:13:00
42063,Dispatched,2020-09-18,14:00:00
21303,DELIVERED,2023-01-30,16:39:00
29207,order placed,2023-06-02,21:44:00
38805,Delivered,2024-11-26,15:10:00
65990,DELIVERED,2023-04-17,08:21:00
96535,Dispatched,2022-12-14,01:53:00
32621,Delayed,2022-06-28,07:54:00
626,order placed,2025-03-04,06:30:00
90305,Delayed,2021-10-03,03:53:00
4019,in transit,2023-01-16,02:22:00
82961,order placed,2025-07-01,02:05:00
2637,DELIVERED,2024-07-18,06:49:00
43043,DELIVERED,2022-01-27,20:58:00
42681,Delivered,2022-03-10,13:51:00
66834,Dispatched,2022-06-13,05:24:00
67269,Order Placed,2023-03-29,03:59:00
14648,In Transit,2023-01-13,02:31:00
6128,in transit,2023-07-27,21:19:00
70417,DELIVERED,2024-04-29,03:41:00
62654,DELIVERED,2021-08-05,20:07:00
21319,Dispatched,2022-11-15,23:51:00
49771,Delayed,2022-09-12,00:39:00
50929,DELIVERED,2021-08-23,12:25:00
65560,In Transit,2022-12-31,03:53:00
3521,DELIVERED,2020-03-17,19:30:00
94156,Order Placed,2024-07-13,03:20:00
59222,DELIVERED,2020-07-10,19:00:00
31809,order placed,2020-05-25,17:15:00
85853,Out for Delivery,2024-10-15,20:32:00
44706,DELIVERED,2022-01-06,10:28:00
22388,Order Placed,2025-03-05,01:27:00
4339,order placed,2025-09-28,23:25:00
30778,In Transit,2022-06-27,13:04:00
21191,order placed,2020-07-31,21:45:00
68567,in transit,2024-10-21,23:17:00
70464,DELIVERED,2021-08-03,09:25:00
95935,In Transit,2020-05-02,05:15:00
49172,Order Placed,2022-10-26,19:20:00
272,DELIVERED,2023-08-30,21:22:00
61190,Delayed,2021-09-10,19:21:00
70313,Order Placed,2021-02-08,07:08:00
70481,Delivered,2020-01-04,23:30:00
15537,DELIVERED,2025-03-27,04:35:00
74297,Order Placed,2021-09-13,00:09:00
60913,Delayed,2022-12-11,11:58:00
7376,in transit,2020-11-30,02:30:00
60367,Order Placed,2020-12-27,14:27:00
95151,Out for Delivery,2025-09-26,12:56:00
44069,order placed,2021-07-20,11:38:00
42875,order placed,2023-11-17,12:50:00
98378,Out for Delivery,2024-10-23,02:03:00
66509,Dispatched,2022-01-07,19:39:00
70137,DELIVERED,2021-08-15,15:25:00
62540,Delivered,2021-04-17,21:45:00
91039,In Transit,2020-01-05,19:19:00
1931,DELIVERED,2022-02-06,23:39:00
88417,Out for Delivery,2020-06-07,04:02:00
61664,Delivered,2021-09-28,07:34:00
24349,Dispatched,2020-06-09,14:09:00
84169,DELIVERED,2022-01-27,22:17:00
6568,in transit,2024-06-11,17:51:00
78788,Dispatched,2021-05-24,18:10:00
8327,order placed,2020-05-06,04:46:00
28652,DELIVERED,2022-04-08,06:55:00
55468,Delivered,2024-09-13,18:50:00
21849,Delayed,2023-07-18,17:05:00
43876,DELIVERED,2021-12-03,05:41:00
53890,Delivered,2021-01-14,21:45:00
37733,Dispatched,2023-05-16,21:50:00
11792,in transit,2024-07-28,04:35:00
36722,order placed,2022-12-20,18:20:00
20741,DELIVERED,2021-12-20,20:56:00
38654,in transit,2025-03-19,11:04:00
42335,Delayed,2022-12-25,20:37:00
34854,Out for Delivery,2021-04-09,12:58:00
3704,in transit,2021-06-23,01:10:00
50891,Delayed,2025-04-11,11:21:00
99487,Delivered,2022-06-18,13:26:00
7218,in transit,2025-10-08,11:04:00
87494,Out for Delivery,2025-01-11,17:28:00
61199,Dispatched,2024-10-05,19:16:00
14449,order placed,2025-06-02,22:02:00
90600,DELIVERED,2023-12-15,10:47:00
11577,DELIVERED,2025-05-19,10:27:00
74931,Dispatched,2024-11-24,16:30:00
47435,order placed,2023-02-27,03:35:00
47372,Delivered,2023-01-20,12:06:00
95308,Order Placed,2024-04-26,17:31:00
99050,Delivered,2025-11-02,12:45:00
46488,Delivered,2022-11-08,01:48:00
28689,Out for Delivery,2024-08-30,06:28:00
84739,Delayed,2025-02-14,12:15:00
20903,order placed,2020-02-16,04:16:00
69783,In Transit,2020-05-24,12:24:00
26212,Out for Delivery,2025-04-24,23:57:00
81224,Dispatched,2022-01-30,04:07:00
26469,Delivered,2023-02-16,10:13:00
11874,Order Placed,2023-02-26,17:23:00
63778,order placed,2024-11-05,21:57:00
81872,Order Placed,2024-10-22,18:26:00
72865,Out for Delivery,2024-07-29,13:19:00
53866,DELIVERED,2021-12-24,10:58:00
96325,order placed,2024-03-14,06:47:00
21708,DELIVERED,2021-06-07,13:33:00
66088,Out for Delivery,2025-01-06,19:03:00
32828,DELIVERED,2022-03-09,18:44:00
65529,Delivered,2024-07-13,05:45:00
30557,Delivered,2025-05-29,15:06:00
98967,Delivered,2020-06-15,02:16:00
54146,Out for Delivery,2021-09-28,22:25:00
27761,Delayed,2023-05-19,08:23:00
1747,In Transit,2020-04-04,10:25:00
65622,DELIVERED,2020-02-24,06:01:00
54886,Delayed,2021-03-27,15:30:00
12709,DELIVERED,2021-02-24,15:57:00
97409,Dispatched,2024-06-17,10:09:00
14321,Order Placed,2020-11-25,18:52:00
92789,Delivered,2023-03-19,00:31:00
11758,Out for Delivery,2025-08-02,00:06:00
99833,Dispatched,2025-08-20,19:15:00
50287,In Transit,2024-07-15,05:29:00
84014,in transit,2022-03-22,19:14:00
5125,in transit,2022-03-13,01:49:00
4998,Out for Delivery,2020-03-24,02:49:00
44100,DELIVERED,2024-10-14,05:41:00
59035,Delayed,2021-01-03,07:25:00
30095,in transit,2020-06-14,09:46:00
3088,Order Placed,2020-10-11,08:58:00
71216,order placed,2025-07-28,05:48:00
21822,Order Placed,2020-07-16,19:27:00
34447,order placed,2022-06-25,02:29:00
85183,Out for Delivery,2025-02-01,15:30:00
44419,In Transit,2022-04-11,02:35:00
14124,Out for Delivery,2023-02-10,12:54:00
97532,Delayed,2024-02-16,20:02:00
73378,order placed,2024-05-03,01:56:00
61054,order placed,2025-03-30,22:10:00
80656,Delayed,2025-01-13,16:26:00
19353,order placed,2023-02-13,23:07:00
91546,DELIVERED,2020-01-02,22:47:00
67215,Dispatched,2021-04-12,00:44:00
88658,Order Placed,2024-09-07,04:20:00
95696,Dispatched,2021-03-17,21:52:00
76822,Order Placed,2021-04-27,14:13:00
69217,Delivered,2022-10-01,20:11:00
54686,DELIVERED,2021-07-22,12:02:00
60594,Delivered,2025-02-19,04:13:00
72652,DELIVERED,2022-06-23,23:27:00
43498,Delivered,2023-12-18,00:27:00
72769,Out for Delivery,2023-01-23,18:09:00
4509,In Transit,2024-03-17,07:08:00
82366,order placed,2023-03-10,10:12:00
30571,Delayed,2022-10-28,13:52:00
31836,DELIVERED,2022-10-26,15:17:00
73622,In Transit,2020-09-22,20:21:00
71024,Out for Delivery,2020-07-03,06:13:00
74490,In Transit,2022-12-25,03:01:00
31209,In Transit,2020-10-14,11:41:00
43770,In Transit,2023-10-03,23:33:00
19211,In Transit,2022-03-28,11:33:00
89197,Out for Delivery,2025-05-06,18:26:00
39643,Dispatched,2020-04-23,14:50:00
30819,Delivered,2022-10-03,18:12:00
1847,Delayed,2023-11-15,20:16:00
13876,order placed,2022-05-17,08:58:00
14446,DELIVERED,2021-02-08,19:18:00
24202,In Transit,2024-08-28,06:36:00
58981,Out for Delivery,2025-12-02,14:13:00
90941,order placed,2024-04-16,11:27:00
59878,Out for Delivery,2022-02-12,11:08:00
91475,Order Placed,2023-12-07,04:54:00
75652,order placed,2024-02-19,21:52:00
59512,Delivered,2023-12-17,10:01:00
63890,order placed,2021-04-21,20:22:00
62197,order placed,2021-02-08,02:12:00
44151,Order Placed,2024-11-14,15:34:00
12191,order placed,2023-11-07,02:51:00
46340,Delayed,2020-01-08,09:04:00
88755,order placed,2025-02-03,01:36:00
85844,DELIVERED,2022-02-12,18:33:00
1161,order placed,2024-07-25,04:13:00
87122,DELIVERED,2024-01-14,12:36:00
48912,Delayed,2021-10-17,14:08:00
33752,Out for Delivery,2020-10-19,09:11:00
68225,Order Placed,2022-10-24,13:09:00
26632,order placed,2020-01-30,02:08:00
36016,order placed,2024-12-16,06:26:00
2472,In Transit,2025-08-22,16:52:00
66536,DELIVERED,2021-11-30,15:18:00
12442,Delivered,2022-11-28,00:28:00
28256,Delivered,2020-06-07,02:37:00
60555,Dispatched,2021-12-21,17:02:00
72777,in transit,2023-10-02,22:06:00
96955,Dispatched,2021-03-21,16:43:00
24367,in transit,2025-12-15,08:11:00
84135,DELIVERED,2022-06-03,09:51:00
89052,order placed,2021-08-01,13:21:00
72944,Delivered,2024-07-05,14:17:00
7837,Dispatched,2025-11-26,10:42:00
82580,DELIVERED,2023-05-20,20:07:00
79532,DELIVERED,2024-03-06,14:33:00
81183,In Transit,2025-08-18,23:58:00
86495,Order Placed,2024-08-11,19:35:00
66516,Delivered,2023-12-22,04:10:00
97653,In Transit,2025-05-09,12:34:00
32746,In Transit,2021-09-17,01:38:00
44491,Dispatched,2021-12-13,12:26:00
21584,order placed,2020-12-11,23:55:00
93522,in transit,2022-04-07,21:40:00
24030,Dispatched,2021-01-08,21:56:00
48749,Dispatched,2024-04-07,07:44:00
48149,In Transit,2024-12-25,04:07:00
77517,Out for Delivery,2020-05-03,18:25:00
34396,In Transit,2025-08-07,17:30:00
51446,DELIVERED,2023-03-05,03:56:00
29722,in transit,2020-01-03,16:42:00
20323,order placed,2020-05-23,07:34:00
1107,Dispatched,2021-10-20,18:40:00
91603,Dispatched,2021-06-16,19:32:00
90168,order placed,2025-02-02,07:04:00
5040,DELIVERED,2025-10-17,23:35:00
80124,order placed,2025-08-13,09:13:00
14288,Order Placed,2022-08-01,15:07:00
98034,Delayed,2021-05-07,21:33:00
55371,order placed,2021-06-25,07:13:00
4127,In Transit,2021-05-18,11:19:00
46681,In Transit,2025-01-02,04:26:00
17722,DELIVERED,2022-07-29,14:46:00
94616,order placed,2022-09-15,15:00:00
83828,in transit,2024-08-30,15:47:00
96933,order placed,2023-05-05,19:12:00
30963,order placed,2023-04-08,12:01:00
88049,Delayed,2021-06-14,11:31:00
43260,in transit,2020-02-01,09:12:00
21894,DELIVERED,2024-11-02,20:40:00
23337,order placed,2023-01-18,19:27:00
3231,DELIVERED,2021-10-17,11:03:00
98779,Out for Delivery,2021-09-25,11:09:00
13745,Delivered,2024-08-27,17:07:00
33230,Order Placed,2021-08-11,10:59:00
12454,Order Placed,2020-08-12,00:46:00
75416,DELIVERED,2025-09-01,05:18:00
4502,Dispatched,2024-07-04,15:25:00
68160,Out for Delivery,2022-07-19,11:34:00
97298,Out for Delivery,2024-08-25,14:15:00
15265,Delivered,2024-04-15,02:47:00
63309,Out for Delivery,2025-09-26,02:40:00
36494,Out for Delivery,2020-05-15,03:19:00
68586,in transit,2024-12-21,17:35:00
87988,DELIVERED,2025-04-12,09:31:00
24043,Order Placed,2023-05-28,02:33:00
10628,In Transit,2020-05-17,05:10:00
70039,Order Placed,2023-12-08,22:27:00
21883,Order Placed,2020-01-26,15:52:00
72067,Delayed,2025-12-16,22:38:00
15915,order placed,2022-09-25,04:24:00
87452,Out for Delivery,2024-02-09,15:25:00
40109,order placed,2024-07-25,03:16:00
57447,Dispatched,2021-12-09,06:36:00
83055,Delivered,2020-02-09,21:55:00
73156,order placed,2023-01-26,12:50:00
42697,Dispatched,2021-12-16,02:56:00
15932,order placed,2024-05-23,02:31:00
33109,Order Placed,2022-11-15,06:56:00
71321,Delivered,2024-09-27,04:56:00
80565,in transit,2020-03-28,15:42:00
90062,Order Placed,2020-12-15,00:04:00
38689,Out for Delivery,2021-04-05,11:33:00
42490,order placed,2024-02-27,07:38:00
25490,Dispatched,2024-11-26,23:47:00
24146,Delivered,2023-02-26,22:24:00
71148,Out for Delivery,2021-11-06,05:32:00
38018,Dispatched,2021-06-30,10:35:00
73023,Order Placed,2024-05-08,03:31:00
15413,Delayed,2021-10-15,10:12:00
38273,in transit,2020-12-22,18:39:00
52523,Dispatched,2021-03-20,15:03:00
86544,DELIVERED,2021-11-17,04:33:00
73913,order placed,2025-08-13,23:52:00
7640,in transit,2025-07-15,03:05:00
35963,Delivered,2021-04-22,02:19:00
98570,DELIVERED,2022-11-18,05:07:00
31030,In Transit,2024-04-23,07:08:00
3790,order placed,2024-12-10,14:25:00
15799,in transit,2020-01-03,12:41:00
14147,Delivered,2021-10-18,08:59:00
45046,Order Placed,2023-09-24,23:42:00
91929,Out for Delivery,2020-06-02,12:52:00
44745,Delivered,2024-02-01,14:58:00
94210,order placed,2024-09-05,15:18:00
63394,Delayed,2024-09-03,06:40:00
28752,order placed,2025-08-13,12:34:00
94000,order placed,2023-01-19,07:12:00
2078,In Transit,2020-11-13,23:06:00
84840,Order Placed,2022-08-11,10:13:00
52785,in transit,2022-01-26,21:08:00
71965,Out for Delivery,2021-07-11,15:34:00
64556,DELIVERED,2020-08-31,17:05:00
7333,DELIVERED,2025-08-17,12:15:00
30836,Dispatched,2024-04-14,11:08:00
10011,DELIVERED,2024-06-07,15:11:00
1703,Delivered,2023-09-02,18:28:00
95630,Out for Delivery,2023-11-30,05:23:00
92037,order placed,2025-08-20,05:17:00
64882,Order Placed,2023-05-24,17:56:00
89648,Dispatched,2024-03-27,00:55:00
3734,DELIVERED,2025-12-14,12:04:00
12652,In Transit,2020-10-31,00:47:00
21228,DELIVERED,2022-12-11,03:58:00
9417,DELIVERED,2021-10-02,12:55:00
46620,Out for Delivery,2022-07-24,17:58:00
76124,Out for Delivery,2024-10-18,02:49:00
88792,in transit,2025-03-17,23:12:00
47661,Order Placed,2022-08-04,19:37:00
56763,Order Placed,2022-01-20,01:38:00
36898,Order Placed,2020-12-28,00:14:00
2051,in transit,2021-03-11,13:00:00
37208,Out for Delivery,2021-06-06,17:33:00
91581,Order Placed,2021-02-07,04:44:00
56240,In Transit,2023-12-16,01:44:00
55194,In Transit,2024-04-02,00:25:00
95996,in transit,2020-03-18,23:45:00
73918,In Transit,2024-04-01,19:10:00
99591,order placed,2024-05-25,22:46:00
32651,Dispatched,2024-11-24,19:13:00
87203,DELIVERED,2025-01-30,01:14:00
79394,DELIVERED,2025-09-28,19:32:00
86172,Dispatched,2024-02-12,16:38:00
41768,order placed,2020-04-02,00:33:00
75410,DELIVERED,2020-10-06,09:07:00
83661,DELIVERED,2025-10-18,05:40:00
94857,in transit,2021-12-24,10:21:00
39880,Delivered,2022-11-09,07:45:00
17837,Out for Delivery,2022-09-18,19:13:00
58592,Dispatched,2023-11-17,00:40:00
49546,Dispatched,2024-04-14,15:27:00
8368,Delivered,2020-01-28,10:06:00
10247,in transit,2025-09-17,14:52:00
27304,Out for Delivery,2021-12-07,12:51:00
13051,Delivered,2025-11-18,01:29:00
87272,Out for Delivery,2024-08-08,03:26:00
7338,Order Placed,2022-01-29,10:27:00
79395,DELIVERED,2024-03-28,18:00:00
614,In Transit,2024-05-14,15:11:00
56723,Out for Delivery,2024-08-15,17:17:00
26151,Order Placed,2025-06-30,16:10:00
70132,In Transit,2022-08-27,10:40:00
80428,Dispatched,2020-09-18,19:37:00
15182,Delayed,2023-03-19,13:42:00
98250,Delayed,2022-01-31,10:03:00
50443,DELIVERED,2020-07-23,15:23:00
99229,Dispatched,2025-06-29,16:56:00
7521,DELIVERED,2022-03-05,17:18:00
2402,order placed,2022-02-25,06:32:00
42918,Out for Delivery,2023-04-03,19:08:00
85444,In Transit,2020-08-09,20:55:00
60059,order placed,2024-03-25,02:32:00
32169,in transit,2021-04-20,15:32:00
53514,Delayed,2024-04-25,10:24:00
30447,in transit,2023-10-03,23:18:00
76744,Delivered,2024-06-03,11:56:00
84567,in transit,2023-03-27,03:00:00
76334,In Transit,2024-01-16,11:10:00
99425,in transit,2025-11-23,09:57:00
50775,In Transit,2024-07-17,13:15:00
57306,DELIVERED,2025-01-08,16:10:00
46402,Delivered,2022-08-18,23:09:00
68803,DELIVERED,2024-05-08,08:21:00
14545,In Transit,2023-04-17,23:45:00
83995,In Transit,2024-09-30,02:34:00
58931,DELIVERED,2023-05-24,05:22:00
40270,in transit,2024-04-07,10:05:00
81034,DELIVERED,2022-11-07,20:24:00
18083,Delayed,2023-12-29,21:09:00
87955,Out for Delivery,2020-10-03,03:30:00
30612,Out for Delivery,2021-02-16,12:08:00
81660,DELIVERED,2025-03-17,13:36:00
19054,Dispatched,2025-06-11,18:28:00
57651,in transit,2021-12-02,23:46:00
58074,In Transit,2020-10-26,23:39:00
72489,Delayed,2024-03-09,22:05:00
62189,Order Placed,2020-03-10,09:40:00
56299,order placed,2024-08-20,04:49:00
49729,Dispatched,2022-01-18,02:56:00
56062,Out for Delivery,2025-05-28,06:16:00
88673,Dispatched,2022-10-16,18:40:00
32951,order placed,2025-05-18,10:10:00
90716,Out for Delivery,2022-12-28,21:39:00
40164,Delayed,2024-06-12,06:29:00
95868,Out for Delivery,2021-08-02,08:16:00
46352,Order Placed,2023-06-07,20:53:00
4733,Dispatched,2025-06-01,14:27:00
93319,order placed,2022-11-01,14:20:00
7207,in transit,2020-12-05,01:21:00
48781,DELIVERED,2025-09-03,04:58:00
90693,in transit,2023-03-31,07:01:00
44204,Delayed,2021-01-23,14:21:00
29172,DELIVERED,2025-11-14,23:22:00
40316,Dispatched,2021-07-29,21:11:00
41518,in transit,2020-08-27,08:30:00
56207,in transit,2022-05-24,06:27:00
66380,Delayed,2023-12-10,13:26:00
8403,Out for Delivery,2021-11-20,00:13:00
92273,In Transit,2023-10-04,07:28:00
37144,In Transit,2022-11-24,17:25:00
28177,DELIVERED,2022-03-19,05:47:00
45294,order placed,2022-01-31,23:54:00
45152,in transit,2022-03-20,17:31:00
55783,In Transit,2025-03-02,18:52:00
63205,order placed,2021-08-31,03:27:00
64275,order placed,2025-04-30,05:15:00
95344,Dispatched,2025-09-05,05:46:00
4123,DELIVERED,2021-01-09,15:03:00
19134,Delayed,2022-03-16,01:23:00
21489,In Transit,2023-06-25,01:31:00
11945,order placed,2021-11-19,11:55:00
25594,Delivered,2024-06-03,21:33:00
69418,Out for Delivery,2022-09-17,07:30:00
9175,in transit,2020-01-15,22:58:00
28703,In Transit,2022-10-05,17:18:00
97405,DELIVERED,2025-02-28,12:19:00
5840,Dispatched,2025-11-22,13:34:00
70845,Delivered,2020-04-15,03:52:00
28020,DELIVERED,2021-01-16,18:14:00
36026,DELIVERED,2022-10-16,09:16:00
35146,Dispatched,2024-11-29,05:21:00
49040,Delayed,2024-03-11,00:07:00
11364,Order Placed,2020-03-24,20:15:00
62648,Delivered,2022-10-27,01:17:00
72860,Dispatched,2021-05-20,07:59:00
16346,order placed,2025-01-19,19:07:00
81956,Out for Delivery,2022-05-05,13:36:00
55670,Delivered,2021-07-18,15:55:00
35171,Delivered,2020-04-11,14:06:00
7596,DELIVERED,2022-04-17,12:52:00
82367,Dispatched,2024-06-17,10:57:00
97662,Delayed,2022-12-18,19:12:00
12747,Delayed,2022-05-30,07:16:00
32534,In Transit,2025-02-25,10:04:00
25705,order placed,2024-03-09,09:10:00
52784,in transit,2021-06-29,20:58:00
6501,Order Placed,2025-02-13,02:42:00
52947,Delayed,2020-01-21,22:34:00
16702,Order Placed,2021-03-04,05:53:00
61826,Delivered,2023-08-19,14:05:00
51376,order placed,2023-12-14,11:29:00
36431,DELIVERED,2020-11-18,18:30:00
51908,In Transit,2021-05-22,01:03:00
9871,Delivered,2023-11-12,15:57:00
47875,Delivered,2023-04-05,20:24:00
35197,Out for Delivery,2025-09-23,00:12:00
82735,in transit,2021-12-19,15:19:00
2896,Out for Delivery,2025-12-20,10:10:00
78994,Out for Delivery,2024-03-17,08:52:00
99558,DELIVERED,2022-05-22,17:11:00
47011,In Transit,2023-04-17,22:17:00
38177,in transit,2024-11-30,23:33:00
38916,Out for Delivery,2020-09-30,19:00:00
90854,Out for Delivery,2022-09-29,21:14:00
57481,In Transit,2022-10-25,12:10:00
61365,Order Placed,2021-12-15,21:54:00
46061,DELIVERED,2021-04-19,16:56:00
34253,Delayed,2023-07-04,14:55:00
35775,DELIVERED,2022-05-20,03:44:00
58203,Dispatched,2021-07-29,21:35:00
18296,Out for Delivery,2024-02-21,12:11:00
7058,Out for Delivery,2020-04-01,00:37:00
59699,DELIVERED,2020-01-14,17:26:00
44396,order placed,2024-12-19,18:34:00
71436,DELIVERED,2022-09-13,15:56:00
20562,Delayed,2025-08-16,00:56:00
48351,Out for Delivery,2025-02-14,19:11:00
50447,DELIVERED,2023-11-11,12:07:00
15955,in transit,2024-01-23,07:48:00
53338,In Transit,2025-11-25,20:21:00
81950,Delayed,2024-03-19,03:35:00
25822,Out for Delivery,2023-07-09,14:54:00
37183,In Transit,2022-08-05,13:36:00
68114,Order Placed,2020-03-12,22:42:00
14745,order placed,2021-09-29,21:37:00
43993,DELIVERED,2022-07-14,01:00:00
13539,Dispatched,2021-05-03,21:17:00
36310,in transit,2020-01-29,03:10:00
74205,order placed,2022-05-19,19:46:00
57851,In Transit,2022-06-29,02:28:00
35694,Dispatched,2022-07-08,06:04:00
9783,Out for Delivery,2020-04-10,10:22:00
60924,Order Placed,2021-12-26,11:20:00
98857,DELIVERED,2022-06-26,19:59:00
92757,Order Placed,2020-03-14,04:01:00
49124,Delivered,2021-02-15,13:05:00
45916,DELIVERED,2022-06-23,13:13:00
73148,Delayed,2024-02-29,13:54:00
72147,DELIVERED,2025-01-25,00:27:00
15085,Delivered,2021-04-12,04:46:00
73607,Delivered,2025-10-20,05:25:00
76771,Order Placed,2023-09-19,02:23:00
2194,order placed,2025-01-09,22:48:00
71327,Delivered,2021-10-29,17:02:00
27990,DELIVERED,2020-03-28,05:58:00
49102,Delayed,2023-06-08,22:04:00
64502,Out for Delivery,2022-04-04,05:58:00
97722,in transit,2020-07-06,15:43:00
58479,order placed,2023-09-22,05:18:00
90713,Delivered,2023-09-08,02:34:00
85524,In Transit,2021-01-23,09:41:00
79317,DELIVERED,2024-09-21,19:02:00
96613,Order Placed,2021-02-11,00:55:00
25047,DELIVERED,2021-05-25,04:40:00
34738,in transit,2024-03-04,17:29:00
71792,Delivered,2021-02-24,20:28:00
85759,in transit,2023-02-12,10:15:00
6133,Out for Delivery,2023-06-09,12:15:00
48735,in transit,2024-01-03,06:32:00
214,Order Placed,2025-03-18,18:09:00
84045,DELIVERED,2024-08-16,20:50:00
47425,DELIVERED,2023-10-08,19:41:00
14290,Delayed,2025-08-08,20:28:00
1274,Delayed,2022-09-07,12:41:00
13006,in transit,2023-04-15,22:02:00
16400,In Transit,2024-04-16,03:30:00
20019,In Transit,2022-04-05,22:31:00
56593,Delivered,2024-10-09,11:21:00
61549,Delivered,2023-12-21,03:33:00
36507,In Transit,2023-09-14,20:37:00
45188,DELIVERED,2021-11-03,10:56:00
61946,Delayed,2021-04-14,00:49:00
50977,Order Placed,2023-11-26,02:15:00
62264,Dispatched,2025-02-28,22:35:00
31109,Out for Delivery,2025-03-29,01:02:00
2978,Dispatched,2020-01-11,12:24:00
71755,Dispatched,2020-03-29,15:58:00
43157,Delivered,2025-08-06,19:47:00
35444,Out for Delivery,2025-08-03,01:47:00
66530,order placed,2023-07-02,01:59:00
45229,Dispatched,2025-04-14,18:35:00
36766,DELIVERED,2021-10-04,22:52:00
9130,Delivered,2020-04-08,03:47:00
25664,Delayed,2023-03-19,03:00:00
10349,Delivered,2025-12-16,13:53:00
97901,In Transit,2020-05-24,07:02:00
2946,Dispatched,2022-04-30,01:45:00
13607,Dispatched,2021-10-25,00:04:00
67617,in transit,2025-03-03,23:43:00
73566,in transit,2021-03-23,18:03:00
21536,Delayed,2020-11-17,23:51:00
24943,Order Placed,2020-07-12,16:52:00
93322,in transit,2021-06-13,14:41:00
50503,In Transit,2022-04-05,14:02:00
45948,Dispatched,2021-08-16,05:32:00
63610,order placed,2022-04-17,19:50:00
49280,in transit,2020-05-05,12:01:00
47055,order placed,2022-08-18,14:34:00
5596,Out for Delivery,2025-06-11,21:26:00
21923,Delivered,2024-03-31,04:50:00
34059,Order Placed,2023-08-01,08:54:00
39219,in transit,2022-08-07,05:39:00
61616,Dispatched,2023-12-15,20:43:00
64092,in transit,2022-06-18,07:36:00
25392,In Transit,2023-05-02,22:13:00
3703,Delivered,2023-05-18,16:27:00
56720,DELIVERED,2022-02-02,04:13:00
33961,Out for Delivery,2021-02-16,13:29:00
1976,In Transit,2025-07-02,02:34:00
29805,Delivered,2023-10-15,19:23:00
80909,in transit,2025-02-02,14:02:00
56824,in transit,2021-01-01,08:22:00
20098,Delayed,2024-09-18,02:56:00
56432,Order Placed,2024-04-28,10:19:00
70799,Delivered,2025-12-27,08:03:00
55090,Order Placed,2022-02-16,09:49:00
12038,Order Placed,2022-08-29,12:02:00
55100,Dispatched,2024-02-07,22:21:00
81376,order placed,2022-02-10,08:30:00
15228,Dispatched,2023-07-01,07:46:00
88039,Dispatched,2021-11-17,04:48:00
41900,Dispatched,2022-12-08,20:43:00
